Freq.	V(OUT)/V(COMP)
1.97242273611482e+00	(2.39893454016587e+01dB,-2.06509011579460e+01°)
1.97696964011183e+00	(2.39868523057097e+01dB,-2.06944755615367e+01°)
1.98152702580507e+00	(2.39843491424428e+01dB,-2.07381252961453e+01°)
1.98609491735734e+00	(2.39818358770414e+01dB,-2.07818503904554e+01°)
1.99067333898715e+00	(2.39793124746148e+01dB,-2.08256508724953e+01°)
1.99526231496885e+00	(2.39767789002019e+01dB,-2.08695267696435e+01°)
1.99986186963271e+00	(2.39742351187660e+01dB,-2.09134781086115e+01°)
2.00447202736513e+00	(2.39716810951996e+01dB,-2.09575049154511e+01°)
2.00909281260870e+00	(2.39691167943235e+01dB,-2.10016072155476e+01°)
2.01372424986236e+00	(2.39665421808837e+01dB,-2.10457850336074e+01°)
2.01836636368153e+00	(2.39639572195562e+01dB,-2.10900383936660e+01°)
2.02301917867824e+00	(2.39613618749457e+01dB,-2.11343673190793e+01°)
2.02768271952125e+00	(2.39587561115855e+01dB,-2.11787718325199e+01°)
2.03235701093619e+00	(2.39561398939362e+01dB,-2.12232519559682e+01°)
2.03704207770568e+00	(2.39535131863922e+01dB,-2.12678077107245e+01°)
2.04173794466950e+00	(2.39508759532719e+01dB,-2.13124391173801e+01°)
2.04644463672464e+00	(2.39482281588256e+01dB,-2.13571461958326e+01°)
2.05116217882553e+00	(2.39455697672372e+01dB,-2.14019289652847e+01°)
2.05589059598411e+00	(2.39429007426158e+01dB,-2.14467874442191e+01°)
2.06062991326997e+00	(2.39402210490032e+01dB,-2.14917216504128e+01°)
2.06538015581049e+00	(2.39375306503733e+01dB,-2.15367316009302e+01°)
2.07014134879101e+00	(2.39348295106302e+01dB,-2.15818173121148e+01°)
2.07491351745487e+00	(2.39321175936111e+01dB,-2.16269787995904e+01°)
2.07969668710366e+00	(2.39293948630811e+01dB,-2.16722160782443e+01°)
2.08449088309725e+00	(2.39266612827420e+01dB,-2.17175291622447e+01°)
2.08929613085400e+00	(2.39239168162261e+01dB,-2.17629180650200e+01°)
2.09411245585086e+00	(2.39211614270990e+01dB,-2.18083827992607e+01°)
2.09893988362349e+00	(2.39183950788590e+01dB,-2.18539233769143e+01°)
2.10377843976644e+00	(2.39156177349392e+01dB,-2.18995398091847e+01°)
2.10862814993325e+00	(2.39128293587042e+01dB,-2.19452321065195e+01°)
2.11348903983661e+00	(2.39100299134542e+01dB,-2.19910002786160e+01°)
2.11836113524847e+00	(2.39072193624240e+01dB,-2.20368443344131e+01°)
2.12324446200018e+00	(2.39043976687857e+01dB,-2.20827642820940e+01°)
2.12813904598267e+00	(2.39015647956401e+01dB,-2.21287601290585e+01°)
2.13304491314654e+00	(2.38987207060291e+01dB,-2.21748318819513e+01°)
2.13796208950219e+00	(2.38958653629309e+01dB,-2.22209795466436e+01°)
2.14289060112002e+00	(2.38929987292562e+01dB,-2.22672031282187e+01°)
2.14783047413050e+00	(2.38901207678550e+01dB,-2.23135026309850e+01°)
2.15278173472433e+00	(2.38872314415129e+01dB,-2.23598780584611e+01°)
2.15774440915263e+00	(2.38843307129545e+01dB,-2.24063294133805e+01°)
2.16271852372698e+00	(2.38814185448404e+01dB,-2.24528566976776e+01°)
2.16770410481966e+00	(2.38784948997724e+01dB,-2.24994599124971e+01°)
2.17270117886371e+00	(2.38755597402866e+01dB,-2.25461390581714e+01°)
2.17770977235312e+00	(2.38726130288613e+01dB,-2.25928941342352e+01°)
2.18272991184296e+00	(2.38696547279136e+01dB,-2.26397251394131e+01°)
2.18776162394951e+00	(2.38666847997988e+01dB,-2.26866320716105e+01°)
2.19280493535041e+00	(2.38637032068141e+01dB,-2.27336149279217e+01°)
2.19785987278478e+00	(2.38607099111978e+01dB,-2.27806737046202e+01°)
2.20292646305342e+00	(2.38577048751267e+01dB,-2.28278083971479e+01°)
2.20800473301886e+00	(2.38546880607214e+01dB,-2.28750190001239e+01°)
2.21309470960560e+00	(2.38516594300432e+01dB,-2.29223055073307e+01°)
2.21819641980018e+00	(2.38486189450969e+01dB,-2.29696679117179e+01°)
2.22330989065136e+00	(2.38455665678276e+01dB,-2.30171062053871e+01°)
2.22843514927026e+00	(2.38425022601273e+01dB,-2.30646203796053e+01°)
2.23357222283049e+00	(2.38394259838273e+01dB,-2.31122104247793e+01°)
2.23872113856830e+00	(2.38363377007067e+01dB,-2.31598763304731e+01°)
2.24388192378272e+00	(2.38332373724872e+01dB,-2.32076180853899e+01°)
2.24905460583574e+00	(2.38301249608358e+01dB,-2.32554356773725e+01°)
2.25423921215239e+00	(2.38270004273658e+01dB,-2.33033290934025e+01°)
2.25943577022093e+00	(2.38238637336329e+01dB,-2.33512983195828e+01°)
2.26464430759302e+00	(2.38207148411461e+01dB,-2.33993433411647e+01°)
2.26986485188378e+00	(2.38175537113556e+01dB,-2.34474641425073e+01°)
