Freq.	V(OUT)/V(INJ)
1.60694125301286e+00	(1.02603659639485e+02dB,7.09060516168347e+01°)
1.61064563517825e+00	(1.02579821639247e+02dB,7.08139745336603e+01°)
1.61435855682647e+00	(1.02555961000309e+02dB,7.07218625044301e+01°)
1.61808003764305e+00	(1.02532077682499e+02dB,7.06297155139398e+01°)
1.62181009735891e+00	(1.02508171645509e+02dB,7.05375335484298e+01°)
1.62554875575047e+00	(1.02484242848897e+02dB,7.04453165956063e+01°)
1.62929603263970e+00	(1.02460291252094e+02dB,7.03530646446341e+01°)
1.63305194789432e+00	(1.02436316814390e+02dB,7.02607776861716e+01°)
1.63681652142779e+00	(1.02412319494951e+02dB,7.01684557123443e+01°)
1.64058977319952e+00	(1.02388299252808e+02dB,7.00760987167798e+01°)
1.64437172321491e+00	(1.02364256046867e+02dB,6.99837066946009e+01°)
1.64816239152549e+00	(1.02340189835902e+02dB,6.98912796424404e+01°)
1.65196179822900e+00	(1.02316100578565e+02dB,6.97988175584358e+01°)
1.65576996346951e+00	(1.02291988233375e+02dB,6.97063204422616e+01°)
1.65958690743754e+00	(1.02267852758733e+02dB,6.96137882951030e+01°)
1.66341265037015e+00	(1.02243694112912e+02dB,6.95212211196930e+01°)
1.66724721255104e+00	(1.02219512254063e+02dB,6.94286189203092e+01°)
1.67109061431069e+00	(1.02195307140213e+02dB,6.93359817027739e+01°)
1.67494287602642e+00	(1.02171078729276e+02dB,6.92433094744632e+01°)
1.67880401812254e+00	(1.02146826979035e+02dB,6.91506022443351e+01°)
1.68267406107045e+00	(1.02122551847163e+02dB,6.90578600229035e+01°)
1.68655302538872e+00	(1.02098253291211e+02dB,6.89650828222737e+01°)
1.69044093164324e+00	(1.02073931268615e+02dB,6.88722706561285e+01°)
1.69433780044731e+00	(1.02049585736696e+02dB,6.87794235397558e+01°)
1.69824365246172e+00	(1.02025216652660e+02dB,6.86865414900357e+01°)
1.70215850839493e+00	(1.02000823973599e+02dB,6.85936245254595e+01°)
1.70608238900310e+00	(1.01976407656495e+02dB,6.85006726661409e+01°)
1.71001531509027e+00	(1.01951967658217e+02dB,6.84076859338058e+01°)
1.71395730750840e+00	(1.01927503935525e+02dB,6.83146643518169e+01°)
1.71790838715757e+00	(1.01903016445070e+02dB,6.82216079451795e+01°)
1.72186857498599e+00	(1.01878505143398e+02dB,6.81285167405231e+01°)
1.72583789199018e+00	(1.01853969986944e+02dB,6.80353907661510e+01°)
1.72981635921508e+00	(1.01829410932041e+02dB,6.79422300520122e+01°)
1.73380399775412e+00	(1.01804827934918e+02dB,6.78490346297230e+01°)
1.73780082874935e+00	(1.01780220951699e+02dB,6.77558045325720e+01°)
1.74180687339159e+00	(1.01755589938409e+02dB,6.76625397955248e+01°)
1.74582215292048e+00	(1.01730934850972e+02dB,6.75692404552345e+01°)
1.74984668862463e+00	(1.01706255645210e+02dB,6.74759065500488e+01°)
1.75388050184174e+00	(1.01681552276851e+02dB,6.73825381200083e+01°)
1.75792361395867e+00	(1.01656824701521e+02dB,6.72891352068711e+01°)
1.76197604641161e+00	(1.01632072874758e+02dB,6.71956978540895e+01°)
