-2.800000000E-05	-1.000000000E-02
-2.799313155E-05	-2.170000000E-02
-2.798626311E-05	-1.370000000E-02
-2.797939466E-05	-1.220000000E-02
-2.797252621E-05	-2.100000000E-02
-2.796565777E-05	-2.390000000E-02
-2.795878932E-05	-1.510000000E-02
-2.795192088E-05	-1.220000000E-02
-2.794505243E-05	-1.220000000E-02
-2.793818398E-05	-1.220000000E-02
-2.793131554E-05	-1.220000000E-02
-2.792444709E-05	-4.190000000E-03
-2.791757864E-05	-1.510000000E-02
-2.791071020E-05	-1.660000000E-02
-2.790384175E-05	-1.220000000E-02
-2.789697330E-05	-1.220000000E-02
-2.789010486E-05	-1.220000000E-02
-2.788323641E-05	-1.220000000E-02
-2.787636797E-05	-1.800000000E-02
-2.786949952E-05	-2.390000000E-02
-2.786263107E-05	-1.800000000E-02
-2.785576263E-05	-1.730000000E-02
-2.784889418E-05	-1.880000000E-02
-2.784202573E-05	1.260000000E-02
-2.783515729E-05	3.730000000E-02
-2.782828884E-05	1.840000000E-02
-2.782142039E-05	3.090000000E-03
-2.781455195E-05	-4.190000000E-03
-2.780768350E-05	1.800000000E-04
-2.780081506E-05	-1.660000000E-02
-2.779394661E-05	-3.460000000E-03
-2.778707816E-05	-8.560000000E-03
-2.778020972E-05	-2.730000000E-03
-2.777334127E-05	-1.220000000E-02
-2.776647282E-05	-1.220000000E-02
-2.775960438E-05	-7.110000000E-03
-2.775273593E-05	9.650000000E-03
-2.774586748E-05	-5.490000000E-04
-2.773899904E-05	-2.010000000E-03
-2.773213059E-05	-1.080000000E-02
-2.772526215E-05	-5.490000000E-04
-2.771839370E-05	-5.490000000E-04
-2.771152525E-05	-5.490000000E-04
-2.770465681E-05	-1.220000000E-02
-2.769778836E-05	-1.150000000E-02
-2.769091991E-05	-5.490000000E-04
-2.768405147E-05	-1.150000000E-02
-2.767718302E-05	-5.490000000E-04
-2.767031457E-05	1.110000000E-02
-2.766344613E-05	-1.000000000E-02
-2.765657768E-05	-1.220000000E-02
-2.764970924E-05	-1.280000000E-03
-2.764284079E-05	-5.490000000E-04
-2.763597234E-05	-5.490000000E-04
-2.762910390E-05	-1.000000000E-02
-2.762223545E-05	6.740000000E-03
-2.761536700E-05	2.370000000E-03
-2.760849856E-05	-5.490000000E-04
-2.760163011E-05	8.920000000E-03
-2.759476166E-05	3.090000000E-03
-2.758789322E-05	-1.660000000E-02
-2.758102477E-05	-7.110000000E-03
-2.757415633E-05	-5.490000000E-04
-2.756728788E-05	-7.840000000E-03
-2.756041943E-05	-1.220000000E-02
-2.755355099E-05	-4.920000000E-03
-2.754668254E-05	-5.490000000E-04
-2.753981409E-05	-7.110000000E-03
-2.753294565E-05	-1.220000000E-02
-2.752607720E-05	-1.220000000E-02
-2.751920875E-05	-5.650000000E-03
-2.751234031E-05	-6.380000000E-03
-2.750547186E-05	-6.380000000E-03
-2.749860342E-05	5.280000000E-03
-2.749173497E-05	9.080000000E-04
-2.748486652E-05	-1.220000000E-02
-2.747799808E-05	-1.660000000E-02
-2.747112963E-05	-1.880000000E-02
-2.746426118E-05	-7.840000000E-03
-2.745739274E-05	-4.190000000E-03
-2.745052429E-05	-1.590000000E-02
-2.744365585E-05	-1.660000000E-02
-2.743678740E-05	-3.460000000E-03
-2.742991895E-05	-1.220000000E-02
-2.742305051E-05	-5.650000000E-03
-2.741618206E-05	3.090000000E-03
-2.740931361E-05	-2.100000000E-02
-2.740244517E-05	-1.220000000E-02
-2.739557672E-05	-1.220000000E-02
-2.738870827E-05	-1.000000000E-02
-2.738183983E-05	-5.490000000E-04
-2.737497138E-05	-1.280000000E-03
-2.736810294E-05	-1.220000000E-02
-2.736123449E-05	-1.220000000E-02
-2.735436604E-05	-1.080000000E-02
-2.734749760E-05	-5.490000000E-04
-2.734062915E-05	1.800000000E-04
-2.733376070E-05	1.110000000E-02
-2.732689226E-05	1.110000000E-02
-2.732002381E-05	-1.080000000E-02
-2.731315536E-05	-2.310000000E-02
-2.730628692E-05	-1.290000000E-02
-2.729941847E-05	-1.220000000E-02
-2.729255003E-05	-1.220000000E-02
-2.728568158E-05	-2.010000000E-03
-2.727881313E-05	-5.490000000E-04
-2.727194469E-05	-1.000000000E-02
-2.726507624E-05	-1.220000000E-02
-2.725820779E-05	-1.220000000E-02
-2.725133935E-05	-1.220000000E-02
-2.724447090E-05	-1.220000000E-02
-2.723760245E-05	-1.220000000E-02
-2.723073401E-05	-1.220000000E-02
-2.722386556E-05	-3.460000000E-03
-2.721699712E-05	-5.490000000E-04
-2.721012867E-05	-5.490000000E-04
-2.720326022E-05	-5.490000000E-04
-2.719639178E-05	-1.510000000E-02
-2.718952333E-05	-1.660000000E-02
-2.718265488E-05	-1.220000000E-02
-2.717578644E-05	-1.220000000E-02
-2.716891799E-05	-5.650000000E-03
-2.716204954E-05	-1.220000000E-02
-2.715518110E-05	-1.730000000E-02
-2.714831265E-05	-1.730000000E-02
-2.714144421E-05	-1.220000000E-02
-2.713457576E-05	-5.650000000E-03
-2.712770731E-05	-2.170000000E-02
-2.712083887E-05	-2.530000000E-02
-2.711397042E-05	-1.220000000E-02
-2.710710197E-05	-7.110000000E-03
-2.710023353E-05	-8.560000000E-03
-2.709336508E-05	-2.390000000E-02
-2.708649663E-05	-1.590000000E-02
-2.707962819E-05	-7.110000000E-03
-2.707275974E-05	-2.390000000E-02
-2.706589130E-05	-1.440000000E-02
-2.705902285E-05	6.010000000E-03
-2.705215440E-05	-1.730000000E-02
-2.704528596E-05	-2.820000000E-02
-2.703841751E-05	-2.010000000E-03
-2.703154906E-05	-1.370000000E-02
-2.702468062E-05	-2.170000000E-02
-2.701781217E-05	-1.220000000E-02
-2.701094372E-05	-1.440000000E-02
-2.700407528E-05	-3.410000000E-02
-2.699720683E-05	-2.390000000E-02
-2.699033839E-05	-2.310000000E-02
-2.698346994E-05	-1.220000000E-02
-2.697660149E-05	-1.220000000E-02
-2.696973305E-05	-1.220000000E-02
-2.696286460E-05	-2.310000000E-02
-2.695599615E-05	-2.390000000E-02
-2.694912771E-05	-1.220000000E-02
-2.694225926E-05	-2.240000000E-02
-2.693539081E-05	-1.290000000E-02
-2.692852237E-05	-1.220000000E-02
-2.692165392E-05	-2.170000000E-02
-2.691478548E-05	-1.370000000E-02
-2.690791703E-05	-2.170000000E-02
-2.690104858E-05	-2.390000000E-02
-2.689418014E-05	-4.920000000E-03
-2.688731169E-05	-9.290000000E-03
-2.688044324E-05	-1.220000000E-02
-2.687357480E-05	-1.220000000E-02
-2.686670635E-05	-3.700000000E-02
-2.685983790E-05	-1.440000000E-02
-2.685296946E-05	-1.590000000E-02
-2.684610101E-05	-3.120000000E-02
-2.683923257E-05	-1.290000000E-02
-2.683236412E-05	-7.110000000E-03
-2.682549567E-05	-4.920000000E-03
-2.681862723E-05	-7.110000000E-03
-2.681175878E-05	-1.220000000E-02
-2.680489033E-05	-1.220000000E-02
-2.679802189E-05	-1.220000000E-02
-2.679115344E-05	-1.220000000E-02
-2.678428499E-05	-1.730000000E-02
-2.677741655E-05	-1.800000000E-02
-2.677054810E-05	-1.220000000E-02
-2.676367966E-05	-1.220000000E-02
-2.675681121E-05	-1.220000000E-02
-2.674994276E-05	-1.220000000E-02
-2.674307432E-05	-1.220000000E-02
-2.673620587E-05	-1.220000000E-02
-2.672933742E-05	-1.220000000E-02
-2.672246898E-05	-1.220000000E-02
-2.671560053E-05	-1.220000000E-02
-2.670873208E-05	-1.220000000E-02
-2.670186364E-05	-1.510000000E-02
