Freq.	V(p15v_pri)/V(inj)
5.88843655355533e+01	(3.52600049432425e+01dB,8.63363558082994e+01°)
5.90201080171789e+01	(3.52394820838174e+01dB,8.63271421141753e+01°)
5.91561634175418e+01	(3.52189569836555e+01dB,8.63179151277160e+01°)
5.92925324579944e+01	(3.51984296341574e+01dB,8.63086748394335e+01°)
5.94292158615516e+01	(3.51779000266969e+01dB,8.62994212400049e+01°)
5.95662143528954e+01	(3.51573681526219e+01dB,8.62901543202738e+01°)
5.97035286583780e+01	(3.51368340032541e+01dB,8.62808740712519e+01°)
5.98411595060263e+01	(3.51162975698892e+01dB,8.62715804841190e+01°)
5.99791076255452e+01	(3.50957588437963e+01dB,8.62622735502258e+01°)
6.01173737483221e+01	(3.50752178162187e+01dB,8.62529532610940e+01°)
6.02559586074301e+01	(3.50546744783732e+01dB,8.62436196084177e+01°)
6.03948629376322e+01	(3.50341288214507e+01dB,8.62342725840649e+01°)
6.05340874753856e+01	(3.50135808366155e+01dB,8.62249121800786e+01°)
6.06736329588448e+01	(3.49930305150062e+01dB,8.62155383886782e+01°)
6.08135001278660e+01	(3.49724778477347e+01dB,8.62061512022605e+01°)
6.09536897240111e+01	(3.49519228258869e+01dB,8.61967506134009e+01°)
6.10942024905514e+01	(3.49313654405226e+01dB,8.61873366148550e+01°)
6.12350391724715e+01	(3.49108056826752e+01dB,8.61779091995596e+01°)
6.13762005164736e+01	(3.48902435433520e+01dB,8.61684683606339e+01°)
6.15176872709809e+01	(3.48696790135341e+01dB,8.61590140913813e+01°)
6.16595001861423e+01	(3.48491120841763e+01dB,8.61495463852899e+01°)
6.18016400138357e+01	(3.48285427462073e+01dB,8.61400652360345e+01°)
6.19441075076722e+01	(3.48079709905296e+01dB,8.61305706374772e+01°)
6.20869034230004e+01	(3.47873968080194e+01dB,8.61210625836695e+01°)
6.22300285169100e+01	(3.47668201895269e+01dB,8.61115410688528e+01°)
6.23734835482360e+01	(3.47462411258760e+01dB,8.61020060874603e+01°)
6.25172692775626e+01	(3.47256596078645e+01dB,8.60924576341179e+01°)
6.26613864672275e+01	(3.47050756262640e+01dB,8.60828957036461e+01°)
6.28058358813258e+01	(3.46844891718201e+01dB,8.60733202910604e+01°)
6.29506182857137e+01	(3.46639002352519e+01dB,8.60637313915737e+01°)
6.30957344480133e+01	(3.46433088072529e+01dB,8.60541290005968e+01°)
6.32411851376159e+01	(3.46227148784901e+01dB,8.60445131137400e+01°)
6.33869711256866e+01	(3.46021184396046e+01dB,8.60348837268147e+01°)
6.35330931851683e+01	(3.45815194812113e+01dB,8.60252408358344e+01°)
6.36795520907854e+01	(3.45609179938991e+01dB,8.60155844370161e+01°)
6.38263486190487e+01	(3.45403139682311e+01dB,8.60059145267823e+01°)
6.39734835482586e+01	(3.45197073947439e+01dB,8.59962311017612e+01°)
6.41209576585100e+01	(3.44990982639484e+01dB,8.59865341587888e+01°)
6.42687717316958e+01	(3.44784865663296e+01dB,8.59768236949107e+01°)
6.44169265515115e+01	(3.44578722923463e+01dB,8.59670997073825e+01°)
6.45654229034593e+01	(3.44372554324316e+01dB,8.59573621936718e+01°)
6.47142615748521e+01	(3.44166359769925e+01dB,8.59476111514595e+01°)
6.48634433548176e+01	(3.43960139164101e+01dB,8.59378465786410e+01°)
6.50129690343028e+01	(3.43753892410399e+01dB,8.59280684733282e+01°)
6.51628394060780e+01	(3.43547619412112e+01dB,8.59182768338501e+01°)
6.53130552647409e+01	(3.43341320072278e+01dB,8.59084716587546e+01°)
6.54636174067212e+01	(3.43134994293675e+01dB,8.58986529468100e+01°)
6.56145266302842e+01	(3.42928641978826e+01dB,8.58888206970067e+01°)
6.57657837355357e+01	(3.42722263029994e+01dB,8.58789749085579e+01°)
6.59173895244257e+01	(3.42515857349187e+01dB,8.58691155809014e+01°)
6.60693448007532e+01	(3.42309424838157e+01dB,8.58592427137013e+01°)
6.62216503701698e+01	(3.42102965398397e+01dB,8.58493563068492e+01°)
6.63743070401844e+01	(3.41896478931148e+01dB,8.58394563604655e+01°)
6.65273156201677e+01	(3.41689965337393e+01dB,8.58295428749014e+01°)
6.66806769213557e+01	(3.41483424517861e+01dB,8.58196158507399e+01°)
6.68343917568550e+01	(3.41276856373025e+01dB,8.58096752887970e+01°)
6.69884609416461e+01	(3.41070260803106e+01dB,8.57997211901240e+01°)
6.71428852925887e+01	(3.40863637708069e+01dB,8.57897535560084e+01°)
6.72976656284252e+01	(3.40656986987628e+01dB,8.57797723879756e+01°)
6.74528027697856e+01	(3.40450308541242e+01dB,8.57697776877902e+01°)
6.76082975391916e+01	(3.40243602268118e+01dB,8.57597694574579e+01°)
6.77641507610609e+01	(3.40036868067212e+01dB,8.57497476992264e+01°)
6.79203632617118e+01	(3.39830105837227e+01dB,8.57397124155874e+01°)
6.80769358693675e+01	(3.39623315476616e+01dB,8.57296636092780e+01°)
6.82338694141603e+01	(3.39416496883581e+01dB,8.57196012832821e+01°)
6.83911647281362e+01	(3.39209649956075e+01dB,8.57095254408320e+01°)
6.85488226452594e+01	(3.39002774591800e+01dB,8.56994360854099e+01°)
6.87068440014165e+01	(3.38795870688211e+01dB,8.56893332207496e+01°)
6.88652296344209e+01	(3.38588938142512e+01dB,8.56792168508377e+01°)
6.90239803840174e+01	(3.38381976851661e+01dB,8.56690869799154e+01°)
6.91830970918869e+01	(3.38174986712370e+01dB,8.56589436124804e+01°)
6.93425806016501e+01	(3.37967967621101e+01dB,8.56487867532872e+01°)
6.95024317588728e+01	(3.37760919474074e+01dB,8.56386164073503e+01°)
6.96626514110700e+01	(3.37553842167260e+01dB,8.56284325799446e+01°)
6.98232404077103e+01	(3.37346735596388e+01dB,8.56182352766074e+01°)
6.99841996002205e+01	(3.37139599656941e+01dB,8.56080245031398e+01°)
7.01455298419902e+01	(3.36932434244161e+01dB,8.55978002656087e+01°)
7.03072319883764e+01	(3.36725239253045e+01dB,8.55875625703479e+01°)
7.04693068967077e+01	(3.36518014578349e+01dB,8.55773114239597e+01°)
7.06317554262892e+01	(3.36310760114587e+01dB,8.55670468333168e+01°)
7.07945784384068e+01	(3.36103475756035e+01dB,8.55567688055638e+01°)
7.09577767963319e+01	(3.35896161396726e+01dB,8.55464773481187e+01°)
7.11213513653259e+01	(3.35688816930455e+01dB,8.55361724686746e+01°)
7.12853030126449e+01	(3.35481442250780e+01dB,8.55258541752013e+01°)
7.14496326075443e+01	(3.35274037251021e+01dB,8.55155224759468e+01°)
7.16143410212831e+01	(3.35066601824259e+01dB,8.55051773794389e+01°)
7.17794291271291e+01	(3.34859135863343e+01dB,8.54948188944872e+01°)
7.19448978003628e+01	(3.34651639260885e+01dB,8.54844470301843e+01°)
7.21107479182828e+01	(3.34444111909263e+01dB,8.54740617959077e+01°)
7.22769803602099e+01	(3.34236553700620e+01dB,8.54636632013212e+01°)
7.24435960074918e+01	(3.34028964526871e+01dB,8.54532512563767e+01°)
7.26105957435083e+01	(3.33821344279694e+01dB,8.54428259713162e+01°)
7.27779804536752e+01	(3.33613692850542e+01dB,8.54323873566722e+01°)
7.29457510254496e+01	(3.33406010130634e+01dB,8.54219354232712e+01°)
7.31139083483345e+01	(3.33198296010962e+01dB,8.54114701822339e+01°)
7.32824533138831e+01	(3.32990550382291e+01dB,8.54009916449773e+01°)
7.34513868157042e+01	(3.32782773135157e+01dB,8.53904998232167e+01°)
7.36207097494663e+01	(3.32574964159874e+01dB,8.53799947289667e+01°)
7.37904230129027e+01	(3.32367123346527e+01dB,8.53694763745438e+01°)
7.39605275058164e+01	(3.32159250584979e+01dB,8.53589447725670e+01°)
7.41310241300844e+01	(3.31951345764872e+01dB,8.53483999359605e+01°)
7.43019137896627e+01	(3.31743408775624e+01dB,8.53378418779546e+01°)
7.44731973905915e+01	(3.31535439506434e+01dB,8.53272706120879e+01°)
7.46448758409992e+01	(3.31327437846280e+01dB,8.53166861522085e+01°)
7.48169500511080e+01	(3.31119403683924e+01dB,8.53060885124765e+01°)
7.49894209332381e+01	(3.30911336907910e+01dB,8.52954777073649e+01°)
7.51622894018130e+01	(3.30703237406564e+01dB,8.52848537516616e+01°)
7.53355563733642e+01	(3.30495105067999e+01dB,8.52742166604710e+01°)
7.55092227665358e+01	(3.30286939780115e+01dB,8.52635664492163e+01°)
7.56832895020898e+01	(3.30078741430599e+01dB,8.52529031336404e+01°)
7.58577575029108e+01	(3.29870509906925e+01dB,8.52422267298080e+01°)
7.60326276940106e+01	(3.29662245096359e+01dB,8.52315372541074e+01°)
7.62079010025335e+01	(3.29453946885959e+01dB,8.52208347232519e+01°)
7.63835783577614e+01	(3.29245615162572e+01dB,8.52101191542821e+01°)
7.65596606911179e+01	(3.29037249812844e+01dB,8.51993905645671e+01°)
7.67361489361742e+01	(3.28828850723212e+01dB,8.51886489718064e+01°)
7.69130440286532e+01	(3.28620417779910e+01dB,8.51778943940317e+01°)
7.70903469064352e+01	(3.28411950868972e+01dB,8.51671268496085e+01°)
7.72680585095625e+01	(3.28203449876230e+01dB,8.51563463572382e+01°)
7.74461797802441e+01	(3.27994914687318e+01dB,8.51455529359595e+01°)
7.76247116628613e+01	(3.27786345187668e+01dB,8.51347466051501e+01°)
7.78036551039725e+01	(3.27577741262521e+01dB,8.51239273845287e+01°)
7.79830110523180e+01	(3.27369102796918e+01dB,8.51130952941567e+01°)
7.81627804588251e+01	(3.27160429675711e+01dB,8.51022503544400e+01°)
7.83429642766133e+01	(3.26951721783556e+01dB,8.50913925861307e+01°)
7.85235634609992e+01	(3.26742979004921e+01dB,8.50805220103284e+01°)
7.87045789695019e+01	(3.26534201224084e+01dB,8.50696386484830e+01°)
7.88860117618475e+01	(3.26325388325135e+01dB,8.50587425223955e+01°)
7.90678627999745e+01	(3.26116540191979e+01dB,8.50478336542204e+01°)
7.92501330480391e+01	(3.25907656708337e+01dB,8.50369120664671e+01°)
7.94328234724201e+01	(3.25698737757746e+01dB,8.50259777820019e+01°)
7.96159350417238e+01	(3.25489783223562e+01dB,8.50150308240494e+01°)
7.97994687267896e+01	(3.25280792988964e+01dB,8.50040712161951e+01°)
7.99834255006947e+01	(3.25071766936950e+01dB,8.49930989823861e+01°)
8.01678063387598e+01	(3.24862704950345e+01dB,8.49821141469338e+01°)
8.03526122185536e+01	(3.24653606911796e+01dB,8.49711167345150e+01°)
8.05378441198985e+01	(3.24444472703782e+01dB,8.49601067701745e+01°)
8.07235030248756e+01	(3.24235302208608e+01dB,8.49490842793257e+01°)
8.09095899178300e+01	(3.24026095308411e+01dB,8.49380492877537e+01°)
8.10961057853758e+01	(3.23816851885160e+01dB,8.49270018216163e+01°)
8.12830516164016e+01	(3.23607571820660e+01dB,8.49159419074457e+01°)
8.14704284020757e+01	(3.23398254996551e+01dB,8.49048695721508e+01°)
8.16582371358509e+01	(3.23188901294313e+01dB,8.48937848430190e+01°)
8.18464788134706e+01	(3.22979510595266e+01dB,8.48826877477173e+01°)
8.20351544329734e+01	(3.22770082780570e+01dB,8.48715783142947e+01°)
8.22242649946987e+01	(3.22560617731231e+01dB,8.48604565711840e+01°)
8.24138115012918e+01	(3.22351115328102e+01dB,8.48493225472033e+01°)
8.26037949577094e+01	(3.22141575451881e+01dB,8.48381762715582e+01°)
8.27942163712249e+01	(3.21931997983120e+01dB,8.48270177738429e+01°)
8.29850767514338e+01	(3.21722382802219e+01dB,8.48158470840429e+01°)
8.31763771102586e+01	(3.21512729789435e+01dB,8.48046642325362e+01°)
8.33681184619549e+01	(3.21303038824880e+01dB,8.47934692500953e+01°)
8.35603018231162e+01	(3.21093309788525e+01dB,8.47822621678888e+01°)
8.37529282126797e+01	(3.20883542560201e+01dB,8.47710430174837e+01°)
8.39459986519311e+01	(3.20673737019601e+01dB,8.47598118308466e+01°)
8.41395141645109e+01	(3.20463893046285e+01dB,8.47485686403459e+01°)
8.43334757764189e+01	(3.20254010519677e+01dB,8.47373134787535e+01°)
8.45278845160203e+01	(3.20044089319073e+01dB,8.47260463792465e+01°)
8.47227414140509e+01	(3.19834129323637e+01dB,8.47147673754090e+01°)
8.49180475036226e+01	(3.19624130412411e+01dB,8.47034765012344e+01°)
8.51138038202289e+01	(3.19414092464309e+01dB,8.46921737911265e+01°)
8.53100114017501e+01	(3.19204015358127e+01dB,8.46808592799015e+01°)
8.55066712884595e+01	(3.18993898972537e+01dB,8.46695330027902e+01°)
8.57037845230281e+01	(3.18783743186099e+01dB,8.46581949954392e+01°)
8.59013521505307e+01	(3.18573547877255e+01dB,8.46468452939134e+01°)
8.60993752184512e+01	(3.18363312924337e+01dB,8.46354839346969e+01°)
8.62978547766881e+01	(3.18153038205564e+01dB,8.46241109546957e+01°)
8.64967918775604e+01	(3.17942723599052e+01dB,8.46127263912389e+01°)
8.66961875758127e+01	(3.17732368982808e+01dB,8.46013302820808e+01°)
8.68960429286212e+01	(3.17521974234741e+01dB,8.45899226654024e+01°)
8.70963589955990e+01	(3.17311539232657e+01dB,8.45785035798137e+01°)
8.72971368388021e+01	(3.17101063854265e+01dB,8.45670730643550e+01°)
8.74983775227345e+01	(3.16890547977181e+01dB,8.45556311584987e+01°)
8.77000821143544e+01	(3.16679991478929e+01dB,8.45441779021514e+01°)
8.79022516830793e+01	(3.16469394236942e+01dB,8.45327133356556e+01°)
8.81048873007923e+01	(3.16258756128568e+01dB,8.45212374997913e+01°)
8.83079900418471e+01	(3.16048077031070e+01dB,8.45097504357780e+01°)
8.85115609830743e+01	(3.15837356821630e+01dB,8.44982521852761e+01°)
8.87156012037869e+01	(3.15626595377351e+01dB,8.44867427903895e+01°)
8.89201117857856e+01	(3.15415792575262e+01dB,8.44752222936661e+01°)
8.91250938133653e+01	(3.15204948292317e+01dB,8.44636907381008e+01°)
8.93305483733202e+01	(3.14994062405401e+01dB,8.44521481671367e+01°)
8.95364765549501e+01	(3.14783134791332e+01dB,8.44405946246667e+01°)
8.97428794500655e+01	(3.14572165326863e+01dB,8.44290301550358e+01°)
8.99497581529941e+01	(3.14361153888686e+01dB,8.44174548030423e+01°)
9.01571137605863e+01	(3.14150100353433e+01dB,8.44058686139398e+01°)
9.03649473722207e+01	(3.13939004597683e+01dB,8.43942716334391e+01°)
9.05732600898105e+01	(3.13727866497961e+01dB,8.43826639077097e+01°)
9.07820530178091e+01	(3.13516685930741e+01dB,8.43710454833817e+01°)
9.09913272632157e+01	(3.13305462772454e+01dB,8.43594164075473e+01°)
9.12010839355814e+01	(3.13094196899483e+01dB,8.43477767277630e+01°)
9.14113241470155e+01	(3.12882888188175e+01dB,8.43361264920510e+01°)
9.16220490121904e+01	(3.12671536514836e+01dB,8.43244657489006e+01°)
9.18332596483485e+01	(3.12460141755742e+01dB,8.43127945472708e+01°)
9.20449571753075e+01	(3.12248703787134e+01dB,8.43011129365912e+01°)
9.22571427154666e+01	(3.12037222485228e+01dB,8.42894209667642e+01°)
9.24698173938126e+01	(3.11825697726214e+01dB,8.42777186881663e+01°)
9.26829823379252e+01	(3.11614129386262e+01dB,8.42660061516504e+01°)
9.28966386779839e+01	(3.11402517341523e+01dB,8.42542834085469e+01°)
9.31107875467733e+01	(3.11190861468134e+01dB,8.42425505106655e+01°)
9.33254300796893e+01	(3.10979161642220e+01dB,8.42308075102975e+01°)
9.35405674147454e+01	(3.10767417739899e+01dB,8.42190544602165e+01°)
9.37562006925782e+01	(3.10555629637285e+01dB,8.42072914136808e+01°)
9.39723310564539e+01	(3.10343797210488e+01dB,8.41955184244350e+01°)
9.41889596522742e+01	(3.10131920335625e+01dB,8.41837355467110e+01°)
9.44060876285824e+01	(3.09919998888815e+01dB,8.41719428352308e+01°)
9.46237161365693e+01	(3.09708032746188e+01dB,8.41601403452072e+01°)
9.48418463300797e+01	(3.09496021783888e+01dB,8.41483281323456e+01°)
9.50604793656181e+01	(3.09283965878072e+01dB,8.41365062528462e+01°)
9.52796164023551e+01	(3.09071864904920e+01dB,8.41246747634050e+01°)
9.54992586021335e+01	(3.08859718740637e+01dB,8.41128337212156e+01°)
9.57194071294743e+01	(3.08647527261451e+01dB,8.41009831839710e+01°)
9.59400631515832e+01	(3.08435290343626e+01dB,8.40891232098651e+01°)
9.61612278383563e+01	(3.08223007863457e+01dB,8.40772538575941e+01°)
9.63829023623868e+01	(3.08010679697280e+01dB,8.40653751863586e+01°)
9.66050878989711e+01	(3.07798305721472e+01dB,8.40534872558645e+01°)
9.68277856261146e+01	(3.07585885812457e+01dB,8.40415901263251e+01°)
9.70509967245387e+01	(3.07373419846708e+01dB,8.40296838584627e+01°)
9.72747223776862e+01	(3.07160907700753e+01dB,8.40177685135097e+01°)
9.74989637717283e+01	(3.06948349251177e+01dB,8.40058441532106e+01°)
9.77237220955707e+01	(3.06735744374627e+01dB,8.39939108398232e+01°)
9.79489985408595e+01	(3.06523092947815e+01dB,8.39819686361205e+01°)
9.81747943019880e+01	(3.06310394847524e+01dB,8.39700176053920e+01°)
9.84011105761029e+01	(3.06097649950610e+01dB,8.39580578114450e+01°)
9.86279485631106e+01	(3.05884858134006e+01dB,8.39460893186067e+01°)
9.88553094656834e+01	(3.05672019274727e+01dB,8.39341121917251e+01°)
9.90831944892662e+01	(3.05459133249874e+01dB,8.39221264961708e+01°)
9.93116048420828e+01	(3.05246199936638e+01dB,8.39101322978387e+01°)
9.95405417351421e+01	(3.05033219212305e+01dB,8.38981296631488e+01°)
9.97700063822447e+01	(3.04820190954258e+01dB,8.38861186590481e+01°)
9.99999999999893e+01	(3.04607115039983e+01dB,8.38740993530123e+01°)
1.00230523807779e+02	(3.04393991347073e+01dB,8.38620718130466e+01°)
1.00461579027829e+02	(3.04180819753232e+01dB,8.38500361076875e+01°)
1.00693166885170e+02	(3.03967600136279e+01dB,8.38379923060043e+01°)
1.00925288607658e+02	(3.03754332374153e+01dB,8.38259404776004e+01°)
1.01157945425979e+02	(3.03541016344918e+01dB,8.38138806926144e+01°)
1.01391138573657e+02	(3.03327651926764e+01dB,8.38018130217222e+01°)
1.01624869287059e+02	(3.03114238998018e+01dB,8.37897375361372e+01°)
1.01859138805401e+02	(3.02900777437141e+01dB,8.37776543076131e+01°)
1.02093948370757e+02	(3.02687267122736e+01dB,8.37655634084441e+01°)
1.02329299228064e+02	(3.02473707933554e+01dB,8.37534649114667e+01°)
1.02565192625130e+02	(3.02260099748497e+01dB,8.37413588900611e+01°)
1.02801629812636e+02	(3.02046442446620e+01dB,8.37292454181521e+01°)
1.03038612044151e+02	(3.01832735907142e+01dB,8.37171245702109e+01°)
1.03276140576129e+02	(3.01618980009443e+01dB,8.37049964212561e+01°)
1.03514216667923e+02	(3.01405174633075e+01dB,8.36928610468548e+01°)
1.03752841581790e+02	(3.01191319657763e+01dB,8.36807185231244e+01°)
1.03992016582895e+02	(3.00977414963412e+01dB,8.36685689267330e+01°)
1.04231742939319e+02	(3.00763460430110e+01dB,8.36564123349016e+01°)
1.04472021922069e+02	(3.00549455938133e+01dB,8.36442488254047e+01°)
1.04712854805079e+02	(3.00335401367949e+01dB,8.36320784765714e+01°)
1.04954242865221e+02	(3.00121296600228e+01dB,8.36199013672871e+01°)
1.05196187382311e+02	(2.99907141515840e+01dB,8.36077175769939e+01°)
1.05438689639115e+02	(2.99692935995863e+01dB,8.35955271856930e+01°)
1.05681750921354e+02	(2.99478679921589e+01dB,8.35833302739443e+01°)
1.05925372517717e+02	(2.99264373174527e+01dB,8.35711269228688e+01°)
1.06169555719861e+02	(2.99050015636410e+01dB,8.35589172141486e+01°)
1.06414301822420e+02	(2.98835607189197e+01dB,8.35467012300293e+01°)
1.06659612123014e+02	(2.98621147715081e+01dB,8.35344790533196e+01°)
1.06905487922254e+02	(2.98406637096492e+01dB,8.35222507673939e+01°)
1.07151930523749e+02	(2.98192075216106e+01dB,8.35100164561917e+01°)
1.07398941234113e+02	(2.97977461956843e+01dB,8.34977762042200e+01°)
1.07646521362972e+02	(2.97762797201880e+01dB,8.34855300965536e+01°)
1.07894672222971e+02	(2.97548080834650e+01dB,8.34732782188364e+01°)
1.08143395129782e+02	(2.97333312738853e+01dB,8.34610206572819e+01°)
1.08392691402109e+02	(2.97118492798455e+01dB,8.34487574986748e+01°)
1.08642562361695e+02	(2.96903620897698e+01dB,8.34364888303714e+01°)
1.08893009333332e+02	(2.96688696921104e+01dB,8.34242147403008e+01°)
1.09144033644864e+02	(2.96473720753479e+01dB,8.34119353169659e+01°)
1.09395636627197e+02	(2.96258692279920e+01dB,8.33996506494437e+01°)
1.09647819614307e+02	(2.96043611385820e+01dB,8.33873608273871e+01°)
1.09900583943240e+02	(2.95828477956874e+01dB,8.33750659410246e+01°)
1.10153930954129e+02	(2.95613291879083e+01dB,8.33627660811624e+01°)
1.10407861990195e+02	(2.95398053038760e+01dB,8.33504613391841e+01°)
1.10662378397755e+02	(2.95182761322537e+01dB,8.33381518070519e+01°)
1.10917481526228e+02	(2.94967416617369e+01dB,8.33258375773078e+01°)
1.11173172728147e+02	(2.94752018810539e+01dB,8.33135187430733e+01°)
1.11429453359161e+02	(2.94536567789666e+01dB,8.33011953980515e+01°)
1.11686324778044e+02	(2.94321063442708e+01dB,8.32888676365264e+01°)
1.11943788346703e+02	(2.94105505657970e+01dB,8.32765355533647e+01°)
1.12201845430184e+02	(2.93889894324108e+01dB,8.32641992440157e+01°)
1.12460497396680e+02	(2.93674229330136e+01dB,8.32518588045124e+01°)
1.12719745617539e+02	(2.93458510565430e+01dB,8.32395143314720e+01°)
1.12979591467267e+02	(2.93242737919735e+01dB,8.32271659220963e+01°)
1.13240036323543e+02	(2.93026911283172e+01dB,8.32148136741727e+01°)
1.13501081567219e+02	(2.92811030546241e+01dB,8.32024576860743e+01°)
1.13762728582331e+02	(2.92595095599830e+01dB,8.31900980567604e+01°)
1.14024978756104e+02	(2.92379106335217e+01dB,8.31777348857779e+01°)
1.14287833478965e+02	(2.92163062644080e+01dB,8.31653682732603e+01°)
1.14551294144541e+02	(2.91946964418500e+01dB,8.31529983199297e+01°)
1.14815362149676e+02	(2.91730811550970e+01dB,8.31406251270960e+01°)
1.15080038894431e+02	(2.91514603934397e+01dB,8.31282487966579e+01°)
1.15345325782097e+02	(2.91298341462111e+01dB,8.31158694311036e+01°)
1.15611224219197e+02	(2.91082024027869e+01dB,8.31034871335103e+01°)
1.15877735615500e+02	(2.90865651525865e+01dB,8.30911020075454e+01°)
1.16144861384021e+02	(2.90649223850731e+01dB,8.30787141574662e+01°)
1.16412602941036e+02	(2.90432740897547e+01dB,8.30663236881206e+01°)
1.16680961706083e+02	(2.90216202561843e+01dB,8.30539307049470e+01°)
1.16949939101974e+02	(2.89999608739611e+01dB,8.30415353139752e+01°)
1.17219536554800e+02	(2.89782959327306e+01dB,8.30291376218256e+01°)
1.17489755493940e+02	(2.89566254221854e+01dB,8.30167377357104e+01°)
1.17760597352068e+02	(2.89349493320662e+01dB,8.30043357634330e+01°)
1.18032063565160e+02	(2.89132676521616e+01dB,8.29919318133887e+01°)
1.18304155572503e+02	(2.88915803723096e+01dB,8.29795259945647e+01°)
1.18576874816703e+02	(2.88698874823974e+01dB,8.29671184165396e+01°)
1.18850222743689e+02	(2.88481889723630e+01dB,8.29547091894844e+01°)
1.19124200802724e+02	(2.88264848321950e+01dB,8.29422984241618e+01°)
1.19398810446414e+02	(2.88047750519336e+01dB,8.29298862319266e+01°)
1.19674053130711e+02	(2.87830596216712e+01dB,8.29174727247255e+01°)
1.19949930314925e+02	(2.87613385315531e+01dB,8.29050580150969e+01°)
1.20226443461728e+02	(2.87396117717780e+01dB,8.28926422161714e+01°)
1.20503594037166e+02	(2.87178793325988e+01dB,8.28802254416711e+01°)
1.20781383510665e+02	(2.86961412043232e+01dB,8.28678078059097e+01°)
1.21059813355035e+02	(2.86743973773144e+01dB,8.28553894237921e+01°)
1.21338885046484e+02	(2.86526478419915e+01dB,8.28429704108149e+01°)
1.21618600064623e+02	(2.86308925888305e+01dB,8.28305508830653e+01°)
1.21898959892473e+02	(2.86091316083649e+01dB,8.28181309572213e+01°)
1.22179966016474e+02	(2.85873648911861e+01dB,8.28057107505516e+01°)
1.22461619926491e+02	(2.85655924279444e+01dB,8.27932903809147e+01°)
1.22743923115827e+02	(2.85438142093494e+01dB,8.27808699667592e+01°)
1.23026877081224e+02	(2.85220302261709e+01dB,8.27684496271231e+01°)
1.23310483322877e+02	(2.85002404692394e+01dB,8.27560294816333e+01°)
1.23594743344437e+02	(2.84784449294466e+01dB,8.27436096505055e+01°)
1.23879658653023e+02	(2.84566435977468e+01dB,8.27311902545432e+01°)
1.24165230759227e+02	(2.84348364651567e+01dB,8.27187714151380e+01°)
1.24451461177125e+02	(2.84130235227564e+01dB,8.27063532542683e+01°)
1.24738351424280e+02	(2.83912047616905e+01dB,8.26939358944991e+01°)
1.25025903021758e+02	(2.83693801731681e+01dB,8.26815194589817e+01°)
1.25314117494128e+02	(2.83475497484640e+01dB,8.26691040714521e+01°)
1.25602996369473e+02	(2.83257134789190e+01dB,8.26566898562317e+01°)
1.25892541179403e+02	(2.83038713559410e+01dB,8.26442769382253e+01°)
1.26182753459053e+02	(2.82820233710053e+01dB,8.26318654429214e+01°)
1.26473634747101e+02	(2.82601695156555e+01dB,8.26194554963908e+01°)
1.26765186585770e+02	(2.82383097815041e+01dB,8.26070472252861e+01°)
1.27057410520840e+02	(2.82164441602335e+01dB,8.25946407568408e+01°)
1.27350308101652e+02	(2.81945726435962e+01dB,8.25822362188687e+01°)
1.27643880881120e+02	(2.81726952234157e+01dB,8.25698337397622e+01°)
1.27938130415738e+02	(2.81508118915875e+01dB,8.25574334484926e+01°)
1.28233058265588e+02	(2.81289226400792e+01dB,8.25450354746080e+01°)
1.28528665994347e+02	(2.81070274609319e+01dB,8.25326399482331e+01°)
1.28824955169299e+02	(2.80851263462604e+01dB,8.25202470000677e+01°)
1.29121927361339e+02	(2.80632192882539e+01dB,8.25078567613858e+01°)
1.29419584144984e+02	(2.80413062791771e+01dB,8.24954693640347e+01°)
1.29717927098381e+02	(2.80193873113705e+01dB,8.24830849404335e+01°)
1.30016957803314e+02	(2.79974623772515e+01dB,8.24707036235720e+01°)
1.30316677845215e+02	(2.79755314693145e+01dB,8.24583255470099e+01°)
1.30617088813169e+02	(2.79535945801324e+01dB,8.24459508448750e+01°)
1.30918192299926e+02	(2.79316517023567e+01dB,8.24335796518623e+01°)
1.31219989901905e+02	(2.79097028287185e+01dB,8.24212121032325e+01°)
1.31522483219209e+02	(2.78877479520291e+01dB,8.24088483348108e+01°)
1.31825673855626e+02	(2.78657870651808e+01dB,8.23964884829852e+01°)
1.32129563418643e+02	(2.78438201611475e+01dB,8.23841326847055e+01°)
1.32434153519451e+02	(2.78218472329855e+01dB,8.23717810774817e+01°)
1.32739445772959e+02	(2.77998682738344e+01dB,8.23594337993822e+01°)
1.33045441797794e+02	(2.77778832769174e+01dB,8.23470909890326e+01°)
1.33352143216317e+02	(2.77558922355424e+01dB,8.23347527856141e+01°)
1.33659551654629e+02	(2.77338951431025e+01dB,8.23224193288615e+01°)
1.33967668742578e+02	(2.77118919930767e+01dB,8.23100907590622e+01°)
1.34276496113771e+02	(2.76898827790310e+01dB,8.22977672170540e+01°)
1.34586035405580e+02	(2.76678674946186e+01dB,8.22854488442235e+01°)
1.34896288259150e+02	(2.76458461335810e+01dB,8.22731357825043e+01°)
1.35207256319412e+02	(2.76238186897485e+01dB,8.22608281743753e+01°)
1.35518941235088e+02	(2.76017851570410e+01dB,8.22485261628589e+01°)
1.35831344658700e+02	(2.75797455294688e+01dB,8.22362298915189e+01°)
1.36144468246579e+02	(2.75576998011335e+01dB,8.22239395044585e+01°)
1.36458313658877e+02	(2.75356479662280e+01dB,8.22116551463188e+01°)
1.36772882559569e+02	(2.75135900190381e+01dB,8.21993769622764e+01°)
