Freq.	V(OUT)/V(COMP)
1.78237876744807e+00	(8.34209331860409e+00dB,-5.87070275106273e-01°)
1.78648757485203e+00	(8.34209121594879e+00dB,-5.88423516832336e-01°)
1.79060585403527e+00	(8.34208910358919e+00dB,-5.89779877444206e-01°)
1.79473362683250e+00	(8.34208698148047e+00dB,-5.91139364127091e-01°)
1.79887091512876e+00	(8.34208484957767e+00dB,-5.92501984082737e-01°)
1.80301774085954e+00	(8.34208270783556e+00dB,-5.93867744529454e-01°)
1.80717412601090e+00	(8.34208055620876e+00dB,-5.95236652702165e-01°)
1.81134009261958e+00	(8.34207839465157e+00dB,-5.96608715852432e-01°)
1.81551566277311e+00	(8.34207622311830e+00dB,-5.97983941248514e-01°)
1.81970085860996e+00	(8.34207404156283e+00dB,-5.99362336175378e-01°)
1.82389570231961e+00	(8.34207184993898e+00dB,-6.00743907934765e-01°)
1.82810021614272e+00	(8.34206964820019e+00dB,-6.02128663845198e-01°)
1.83231442237119e+00	(8.34206743629983e+00dB,-6.03516611242053e-01°)
1.83653834334832e+00	(8.34206521419101e+00dB,-6.04907757477577e-01°)
1.84077200146893e+00	(8.34206298182662e+00dB,-6.06302109920930e-01°)
1.84501541917945e+00	(8.34206073915935e+00dB,-6.07699675958229e-01°)
1.84926861897805e+00	(8.34205848614159e+00dB,-6.09100462992577e-01°)
1.85353162341478e+00	(8.34205622272564e+00dB,-6.10504478444116e-01°)
1.85780445509167e+00	(8.34205394886353e+00dB,-6.11911729750058e-01°)
1.86208713666284e+00	(8.34205166450700e+00dB,-6.13322224364715e-01°)
1.86637969083464e+00	(8.34204936960762e+00dB,-6.14735969759557e-01°)
1.87068214036577e+00	(8.34204706411677e+00dB,-6.16152973423241e-01°)
1.87499450806739e+00	(8.34204474798561e+00dB,-6.17573242861650e-01°)
1.87931681680324e+00	(8.34204242116497e+00dB,-6.18996785597930e-01°)
1.88364908948977e+00	(8.34204008360555e+00dB,-6.20423609172539e-01°)
1.88799134909627e+00	(8.34203773525778e+00dB,-6.21853721143277e-01°)
1.89234361864495e+00	(8.34203537607188e+00dB,-6.23287129085333e-01°)
1.89670592121112e+00	(8.34203300599788e+00dB,-6.24723840591322e-01°)
1.90107827992327e+00	(8.34203062498543e+00dB,-6.26163863271315e-01°)
1.90546071796322e+00	(8.34202823298421e+00dB,-6.27607204752907e-01°)
1.90985325856621e+00	(8.34202582994337e+00dB,-6.29053872681218e-01°)
1.91425592502106e+00	(8.34202341581201e+00dB,-6.30503874718968e-01°)
1.91866874067026e+00	(8.34202099053895e+00dB,-6.31957218546495e-01°)
1.92309172891013e+00	(8.34201855407284e+00dB,-6.33413911861812e-01°)
1.92752491319091e+00	(8.34201610636193e+00dB,-6.34873962380629e-01°)
1.93196831701689e+00	(8.34201364735437e+00dB,-6.36337377836409e-01°)
1.93642196394658e+00	(8.34201117699808e+00dB,-6.37804165980406e-01°)
1.94088587759275e+00	(8.34200869524062e+00dB,-6.39274334581692e-01°)
1.94536008162263e+00	(8.34200620202940e+00dB,-6.40747891427220e-01°)
1.94984459975802e+00	(8.34200369731156e+00dB,-6.42224844321847e-01°)
1.95433945577536e+00	(8.34200118103403e+00dB,-6.43705201088386e-01°)
1.95884467350596e+00	(8.34199865314344e+00dB,-6.45188969567637e-01°)
1.96336027683602e+00	(8.34199611358621e+00dB,-6.46676157618439e-01°)
1.96788628970681e+00	(8.34199356230851e+00dB,-6.48166773117703e-01°)
1.97242273611482e+00	(8.34199099925621e+00dB,-6.49660823960455e-01°)
1.97696964011183e+00	(8.34198842437505e+00dB,-6.51158318059887e-01°)
1.98152702580507e+00	(8.34198583761045e+00dB,-6.52659263347386e-01°)
1.98609491735734e+00	(8.34198323890747e+00dB,-6.54163667772571e-01°)
1.99067333898715e+00	(8.34198062821109e+00dB,-6.55671539303357e-01°)
1.99526231496885e+00	(8.34197800546598e+00dB,-6.57182885925981e-01°)
1.99986186963271e+00	(8.34197537061648e+00dB,-6.58697715645038e-01°)
2.00447202736513e+00	(8.34197272360680e+00dB,-6.60216036483546e-01°)
2.00909281260870e+00	(8.34197006438083e+00dB,-6.61737856482967e-01°)
2.01372424986236e+00	(8.34196739288215e+00dB,-6.63263183703249e-01°)
2.01836636368153e+00	(8.34196470905413e+00dB,-6.64792026222884e-01°)
2.02301917867824e+00	(8.34196201283995e+00dB,-6.66324392138946e-01°)
2.02768271952125e+00	(8.34195930418235e+00dB,-6.67860289567115e-01°)
2.03235701093619e+00	(8.34195658302393e+00dB,-6.69399726641744e-01°)
2.03704207770568e+00	(8.34195384930708e+00dB,-6.70942711515895e-01°)
2.04173794466950e+00	(8.34195110297380e+00dB,-6.72489252361372e-01°)
2.04644463672464e+00	(8.34194834396587e+00dB,-6.74039357368769e-01°)
2.05116217882553e+00	(8.34194557222478e+00dB,-6.75593034747518e-01°)
2.05589059598411e+00	(8.34194278769185e+00dB,-6.77150292725933e-01°)
2.06062991326997e+00	(8.34193999030799e+00dB,-6.78711139551239e-01°)
2.06538015581049e+00	(8.34193718001392e+00dB,-6.80275583489632e-01°)
2.07014134879101e+00	(8.34193435675003e+00dB,-6.81843632826309e-01°)
2.07491351745487e+00	(8.34193152045657e+00dB,-6.83415295865530e-01°)
2.07969668710366e+00	(8.34192867107329e+00dB,-6.84990580930633e-01°)
2.08449088309725e+00	(8.34192580853988e+00dB,-6.86569496364108e-01°)
2.08929613085400e+00	(8.34192293279560e+00dB,-6.88152050527618e-01°)
2.09411245585086e+00	(8.34192004377955e+00dB,-6.89738251802059e-01°)
2.09893988362349e+00	(8.34191714143046e+00dB,-6.91328108587591e-01°)
2.10377843976644e+00	(8.34191422568683e+00dB,-6.92921629303693e-01°)
2.10862814993325e+00	(8.34191129648679e+00dB,-6.94518822389193e-01°)
2.11348903983661e+00	(8.34190835376828e+00dB,-6.96119696302329e-01°)
2.11836113524847e+00	(8.34190539746893e+00dB,-6.97724259520785e-01°)
2.12324446200018e+00	(8.34190242752611e+00dB,-6.99332520541738e-01°)
2.12813904598267e+00	(8.34189944387676e+00dB,-7.00944487881891e-01°)
2.13304491314654e+00	(8.34189644645771e+00dB,-7.02560170077536e-01°)
2.13796208950219e+00	(8.34189343520545e+00dB,-7.04179575684595e-01°)
2.14289060112002e+00	(8.34189041005607e+00dB,-7.05802713278644e-01°)
2.14783047413050e+00	(8.34188737094553e+00dB,-7.07429591454990e-01°)
2.15278173472433e+00	(8.34188431780932e+00dB,-7.09060218828687e-01°)
2.15774440915263e+00	(8.34188125058277e+00dB,-7.10694604034604e-01°)
2.16271852372698e+00	(8.34187816920085e+00dB,-7.12332755727457e-01°)
2.16770410481966e+00	(8.34187507359829e+00dB,-7.13974682581859e-01°)
2.17270117886371e+00	(8.34187196370940e+00dB,-7.15620393292359e-01°)
2.17770977235312e+00	(8.34186883946827e+00dB,-7.17269896573498e-01°)
2.18272991184296e+00	(8.34186570080874e+00dB,-7.18923201159855e-01°)
2.18776162394951e+00	(8.34186254766422e+00dB,-7.20580315806075e-01°)
2.19280493535041e+00	(8.34185937996788e+00dB,-7.22241249286934e-01°)
2.19785987278478e+00	(8.34185619765259e+00dB,-7.23906010397380e-01°)
2.20292646305342e+00	(8.34185300065087e+00dB,-7.25574607952573e-01°)
2.20800473301886e+00	(8.34184978889498e+00dB,-7.27247050787940e-01°)
2.21309470960560e+00	(8.34184656231684e+00dB,-7.28923347759216e-01°)
2.21819641980018e+00	(8.34184332084803e+00dB,-7.30603507742488e-01°)
2.22330989065136e+00	(8.34184006441984e+00dB,-7.32287539634245e-01°)
2.22843514927026e+00	(8.34183679296331e+00dB,-7.33975452351432e-01°)
2.23357222283049e+00	(8.34183350640904e+00dB,-7.35667254831481e-01°)
2.23872113856830e+00	(8.34183020468736e+00dB,-7.37362956032368e-01°)
2.24388192378272e+00	(8.34182688772832e+00dB,-7.39062564932661e-01°)
2.24905460583574e+00	(8.34182355546158e+00dB,-7.40766090531559e-01°)
2.25423921215239e+00	(8.34182020781655e+00dB,-7.42473541848950e-01°)
