Freq.	V(OUT)/V(COMP)
1.98152702580507e+00	(2.53059363981406e+01dB,-2.13069502480868e+01°)
1.98609491735734e+00	(2.53032905059161e+01dB,-2.13516495935287e+01°)
1.99067333898715e+00	(2.53006340229872e+01dB,-2.13964246401931e+01°)
1.99526231496885e+00	(2.52979669134799e+01dB,-2.14412754067327e+01°)
1.99986186963271e+00	(2.52952891414460e+01dB,-2.14862019110787e+01°)
2.00447202736513e+00	(2.52926006708721e+01dB,-2.15312041704575e+01°)
2.00909281260870e+00	(2.52899014656755e+01dB,-2.15762822013763e+01°)
2.01372424986236e+00	(2.52871914897041e+01dB,-2.16214360196180e+01°)
2.01836636368153e+00	(2.52844707067359e+01dB,-2.16666656402345e+01°)
2.02301917867824e+00	(2.52817390804846e+01dB,-2.17119710775578e+01°)
2.02768271952125e+00	(2.52789965745947e+01dB,-2.17573523451809e+01°)
2.03235701093619e+00	(2.52762431526441e+01dB,-2.18028094559613e+01°)
2.03704207770568e+00	(2.52734787781422e+01dB,-2.18483424220104e+01°)
2.04173794466950e+00	(2.52707034145328e+01dB,-2.18939512546962e+01°)
2.04644463672464e+00	(2.52679170251957e+01dB,-2.19396359646434e+01°)
2.05116217882553e+00	(2.52651195734399e+01dB,-2.19853965617097e+01°)
2.05589059598411e+00	(2.52623110225148e+01dB,-2.20312330550117e+01°)
2.06062991326997e+00	(2.52594913355986e+01dB,-2.20771454528881e+01°)
2.06538015581049e+00	(2.52566604758102e+01dB,-2.21231337629270e+01°)
2.07014134879101e+00	(2.52538184061992e+01dB,-2.21691979919351e+01°)
2.07491351745487e+00	(2.52509650897566e+01dB,-2.22153381459597e+01°)
2.07969668710366e+00	(2.52481004894033e+01dB,-2.22615542302547e+01°)
2.08449088309725e+00	(2.52452245680003e+01dB,-2.23078462493018e+01°)
2.08929613085400e+00	(2.52423372883451e+01dB,-2.23542142067966e+01°)
2.09411245585086e+00	(2.52394386131745e+01dB,-2.24006581056506e+01°)
2.09893988362349e+00	(2.52365285051585e+01dB,-2.24471779479707e+01°)
2.10377843976644e+00	(2.52336069269104e+01dB,-2.24937737350805e+01°)
2.10862814993325e+00	(2.52306738409772e+01dB,-2.25404454674901e+01°)
2.11348903983661e+00	(2.52277292098482e+01dB,-2.25871931449134e+01°)
2.11836113524847e+00	(2.52247729959496e+01dB,-2.26340167662500e+01°)
2.12324446200018e+00	(2.52218051616522e+01dB,-2.26809163295992e+01°)
2.12813904598267e+00	(2.52188256692587e+01dB,-2.27278918322225e+01°)
2.13304491314654e+00	(2.52158344810196e+01dB,-2.27749432705800e+01°)
2.13796208950219e+00	(2.52128315591233e+01dB,-2.28220706402990e+01°)
2.14289060112002e+00	(2.52098168656999e+01dB,-2.28692739361801e+01°)
2.14783047413050e+00	(2.52067903628207e+01dB,-2.29165531521891e+01°)
2.15278173472433e+00	(2.52037520125005e+01dB,-2.29639082814604e+01°)
2.15774440915263e+00	(2.52007017766961e+01dB,-2.30113393162852e+01°)
2.16271852372698e+00	(2.51976396173074e+01dB,-2.30588462481119e+01°)
2.16770410481966e+00	(2.51945654961786e+01dB,-2.31064290675425e+01°)
2.17270117886371e+00	(2.51914793750960e+01dB,-2.31540877643219e+01°)
2.17770977235312e+00	(2.51883812157914e+01dB,-2.32018223273426e+01°)
2.18272991184296e+00	(2.51852709799433e+01dB,-2.32496327446424e+01°)
2.18776162394951e+00	(2.51821486291724e+01dB,-2.32975190033872e+01°)
2.19280493535041e+00	(2.51790141250478e+01dB,-2.33454810898825e+01°)
2.19785987278478e+00	(2.51758674290820e+01dB,-2.33935189895539e+01°)
2.20292646305342e+00	(2.51727085027389e+01dB,-2.34416326869663e+01°)
2.20800473301886e+00	(2.51695373074241e+01dB,-2.34898221657886e+01°)
2.21309470960560e+00	(2.51663538044973e+01dB,-2.35380874088258e+01°)
2.21819641980018e+00	(2.51631579552605e+01dB,-2.35864283979793e+01°)
