Freq.	V(out)/V(inj)
1.86637969083464e+00	(1.13375725662831e+02dB,8.30559633954273e+00°)
1.87068214036577e+00	(1.13335637875160e+02dB,8.25331115400361e+00°)
1.87499450806739e+00	(1.13295536798720e+02dB,8.20107911511944e+00°)
1.87931681680324e+00	(1.13255422439087e+02dB,8.14890021371702e+00°)
1.88364908948977e+00	(1.13215294801736e+02dB,8.09677444104775e+00°)
1.88799134909627e+00	(1.13175153892039e+02dB,8.04470178878865e+00°)
1.89234361864495e+00	(1.13134999715268e+02dB,7.99268224906355e+00°)
1.89670592121112e+00	(1.13094832276594e+02dB,7.94071581445238e+00°)
1.90107827992327e+00	(1.13054651581089e+02dB,7.88880247797009e+00°)
1.90546071796322e+00	(1.13014457633724e+02dB,7.83694223311332e+00°)
1.90985325856621e+00	(1.12974250439369e+02dB,7.78513507381764e+00°)
1.91425592502106e+00	(1.12934030002800e+02dB,7.73338099451203e+00°)
1.91866874067026e+00	(1.12893796328689e+02dB,7.68167999009358e+00°)
1.92309172891013e+00	(1.12853549421618e+02dB,7.63003205593789e+00°)
1.92752491319091e+00	(1.12813289286064e+02dB,7.57843718789795e+00°)
1.93196831701689e+00	(1.12773015926410e+02dB,7.52689538235645e+00°)
1.93642196394658e+00	(1.12732729346943e+02dB,7.47540663615141e+00°)
1.94088587759275e+00	(1.12692429551858e+02dB,7.42397094664702e+00°)
1.94536008162263e+00	(1.12652116545244e+02dB,7.37258831172024e+00°)
1.94984459975802e+00	(1.12611790331109e+02dB,7.32125872975936e+00°)
1.95433945577536e+00	(1.12571450913356e+02dB,7.26998219967948e+00°)
1.95884467350596e+00	(1.12531098295800e+02dB,7.21875872090052e+00°)
1.96336027683602e+00	(1.12490732482160e+02dB,7.16758829340234e+00°)
1.96788628970681e+00	(1.12450353476065e+02dB,7.11647091768837e+00°)
1.97242273611482e+00	(1.12409961281050e+02dB,7.06540659481492e+00°)
1.97696964011183e+00	(1.12369555900558e+02dB,7.01439532637766e+00°)
1.98152702580507e+00	(1.12329137337943e+02dB,6.96343711452859e+00°)
1.98609491735734e+00	(1.12288705596468e+02dB,6.91253196198819e+00°)
1.99067333898715e+00	(1.12248260679303e+02dB,6.86167987204139e+00°)
1.99526231496885e+00	(1.12207802589535e+02dB,6.81088084852972e+00°)
1.99986186963271e+00	(1.12167331330156e+02dB,6.76013489588824e+00°)
2.00447202736513e+00	(1.12126846904074e+02dB,6.70944201912921e+00°)
2.00909281260870e+00	(1.12086349314109e+02dB,6.65880222384143e+00°)
2.01372424986236e+00	(1.12045838562992e+02dB,6.60821551622284e+00°)
2.01836636368153e+00	(1.12005314653368e+02dB,6.55768190306512e+00°)
2.02301917867824e+00	(1.11964777587800e+02dB,6.50720139175794e+00°)
2.02768271952125e+00	(1.11924227368761e+02dB,6.45677399030007e+00°)
2.03235701093619e+00	(1.11883663998642e+02dB,6.40639970730893e+00°)
2.03704207770568e+00	(1.11843087479750e+02dB,6.35607855202213e+00°)
2.04173794466950e+00	(1.11802497814306e+02dB,6.30581053429529e+00°)
