Freq.	Ix(x4:e)/Ix(x4:a)
9.39723310564489e+02	(6.62614526326500e+00dB,1.78159894817131e+02°)
9.41889596522692e+02	(6.62613775886090e+00dB,1.78155653234022e+02°)
9.44060876285773e+02	(6.62613021982367e+00dB,1.78151401876133e+02°)
9.46237161365643e+02	(6.62612264599352e+00dB,1.78147140720949e+02°)
9.48418463300746e+02	(6.62611503720990e+00dB,1.78142869745904e+02°)
9.50604793656130e+02	(6.62610739331152e+00dB,1.78138588928381e+02°)
9.52796164023500e+02	(6.62609971413636e+00dB,1.78134298245710e+02°)
9.54992586021284e+02	(6.62609199952164e+00dB,1.78129997675168e+02°)
9.57194071294692e+02	(6.62608424930384e+00dB,1.78125687193982e+02°)
9.59400631515780e+02	(6.62607646331868e+00dB,1.78121366779325e+02°)
9.61612278383512e+02	(6.62606864140112e+00dB,1.78117036408317e+02°)
9.63829023623817e+02	(6.62606078338535e+00dB,1.78112696058028e+02°)
9.66050878989660e+02	(6.62605288910482e+00dB,1.78108345705473e+02°)
9.68277856261095e+02	(6.62604495839220e+00dB,1.78103985327614e+02°)
9.70509967245335e+02	(6.62603699107938e+00dB,1.78099614901361e+02°)
9.72747223776810e+02	(6.62602898699749e+00dB,1.78095234403572e+02°)
9.74989637717231e+02	(6.62602094597685e+00dB,1.78090843811050e+02°)
9.77237220955655e+02	(6.62601286784704e+00dB,1.78086443100545e+02°)
9.79489985408543e+02	(6.62600475243682e+00dB,1.78082032248753e+02°)
9.81747943019828e+02	(6.62599659957419e+00dB,1.78077611232318e+02°)
9.84011105760977e+02	(6.62598840908632e+00dB,1.78073180027830e+02°)
9.86279485631053e+02	(6.62598018079960e+00dB,1.78068738611824e+02°)
9.88553094656781e+02	(6.62597191453965e+00dB,1.78064286960782e+02°)
9.90831944892609e+02	(6.62596361013123e+00dB,1.78059825051132e+02°)
9.93116048420775e+02	(6.62595526739834e+00dB,1.78055352859247e+02°)
9.95405417351368e+02	(6.62594688616413e+00dB,1.78050870361446e+02°)
9.97700063822394e+02	(6.62593846625095e+00dB,1.78046377533995e+02°)
9.99999999999840e+02	(6.62593000748035e+00dB,1.78041874353103e+02°)
1.00230523807774e+03	(6.62592150967303e+00dB,1.78037360794926e+02°)
1.00461579027823e+03	(6.62591297264887e+00dB,1.78032836835564e+02°)
1.00693166885164e+03	(6.62590439622692e+00dB,1.78028302451065e+02°)
1.00925288607652e+03	(6.62589578022540e+00dB,1.78023757617417e+02°)
1.01157945425974e+03	(6.62588712446169e+00dB,1.78019202310558e+02°)
1.01391138573652e+03	(6.62587842875232e+00dB,1.78014636506367e+02°)
1.01624869287053e+03	(6.62586969291299e+00dB,1.78010060180669e+02°)
1.01859138805395e+03	(6.62586091675853e+00dB,1.78005473309233e+02°)
1.02093948370752e+03	(6.62585210010293e+00dB,1.78000875867773e+02°)
1.02329299228059e+03	(6.62584324275932e+00dB,1.77996267831947e+02°)
1.02565192625124e+03	(6.62583434453996e+00dB,1.77991649177356e+02°)
1.02801629812631e+03	(6.62582540525625e+00dB,1.77987019879547e+02°)
1.03038612044145e+03	(6.62581642471872e+00dB,1.77982379914008e+02°)
1.03276140576123e+03	(6.62580740273703e+00dB,1.77977729256174e+02°)
1.03514216667918e+03	(6.62579833911996e+00dB,1.77973067881421e+02°)
1.03752841581785e+03	(6.62578923367541e+00dB,1.77968395765069e+02°)
1.03992016582889e+03	(6.62578008621037e+00dB,1.77963712882381e+02°)
1.04231742939314e+03	(6.62577089653098e+00dB,1.77959019208565e+02°)
1.04472021922063e+03	(6.62576166444245e+00dB,1.77954314718769e+02°)
1.04712854805073e+03	(6.62575238974912e+00dB,1.77949599388087e+02°)
1.04954242865215e+03	(6.62574307225441e+00dB,1.77944873191554e+02°)
1.05196187382305e+03	(6.62573371176085e+00dB,1.77940136104148e+02°)
1.05438689639109e+03	(6.62572430807003e+00dB,1.77935388100790e+02°)
1.05681750921349e+03	(6.62571486098265e+00dB,1.77930629156341e+02°)
1.05925372517712e+03	(6.62570537029849e+00dB,1.77925859245608e+02°)
1.06169555719855e+03	(6.62569583581638e+00dB,1.77921078343337e+02°)
1.06414301822414e+03	(6.62568625733427e+00dB,1.77916286424218e+02°)
1.06659612123009e+03	(6.62567663464913e+00dB,1.77911483462881e+02°)
1.06905487922249e+03	(6.62566696755702e+00dB,1.77906669433900e+02°)
1.07151930523743e+03	(6.62565725585305e+00dB,1.77901844311789e+02°)
1.07398941234107e+03	(6.62564749933140e+00dB,1.77897008071004e+02°)
1.07646521362966e+03	(6.62563769778528e+00dB,1.77892160685941e+02°)
1.07894672222965e+03	(6.62562785100695e+00dB,1.77887302130939e+02°)
1.08143395129776e+03	(6.62561795878773e+00dB,1.77882432380278e+02°)
1.08392691402103e+03	(6.62560802091795e+00dB,1.77877551408177e+02°)
1.08642562361689e+03	(6.62559803718700e+00dB,1.77872659188797e+02°)
1.08893009333326e+03	(6.62558800738329e+00dB,1.77867755696241e+02°)
1.09144033644858e+03	(6.62557793129424e+00dB,1.77862840904550e+02°)
1.09395636627192e+03	(6.62556780870631e+00dB,1.77857914787707e+02°)
1.09647819614301e+03	(6.62555763940495e+00dB,1.77852977319634e+02°)
1.09900583943234e+03	(6.62554742317465e+00dB,1.77848028474195e+02°)
1.10153930954124e+03	(6.62553715979890e+00dB,1.77843068225193e+02°)
1.10407861990189e+03	(6.62552684906016e+00dB,1.77838096546369e+02°)
1.10662378397749e+03	(6.62551649073993e+00dB,1.77833113411406e+02°)
1.10917481526222e+03	(6.62550608461868e+00dB,1.77828118793927e+02°)
1.11173172728141e+03	(6.62549563047586e+00dB,1.77823112667492e+02°)
1.11429453359155e+03	(6.62548512808992e+00dB,1.77818095005601e+02°)
1.11686324778038e+03	(6.62547457723829e+00dB,1.77813065781696e+02°)
1.11943788346697e+03	(6.62546397769735e+00dB,1.77808024969154e+02°)
1.12201845430178e+03	(6.62545332924247e+00dB,1.77802972541293e+02°)
1.12460497396674e+03	(6.62544263164798e+00dB,1.77797908471369e+02°)
1.12719745617533e+03	(6.62543188468718e+00dB,1.77792832732577e+02°)
1.12979591467261e+03	(6.62542108813229e+00dB,1.77787745298050e+02°)
1.13240036323537e+03	(6.62541024175450e+00dB,1.77782646140860e+02°)
1.13501081567213e+03	(6.62539934532397e+00dB,1.77777535234017e+02°)
1.13762728582325e+03	(6.62538839860976e+00dB,1.77772412550468e+02°)
1.14024978756098e+03	(6.62537740137988e+00dB,1.77767278063099e+02°)
1.14287833478959e+03	(6.62536635340128e+00dB,1.77762131744734e+02°)
1.14551294144535e+03	(6.62535525443983e+00dB,1.77756973568133e+02°)
1.14815362149670e+03	(6.62534410426030e+00dB,1.77751803505994e+02°)
1.15080038894425e+03	(6.62533290262641e+00dB,1.77746621530954e+02°)
1.15345325782090e+03	(6.62532164930076e+00dB,1.77741427615585e+02°)
1.15611224219191e+03	(6.62531034404488e+00dB,1.77736221732397e+02°)
1.15877735615494e+03	(6.62529898661918e+00dB,1.77731003853838e+02°)
1.16144861384015e+03	(6.62528757678298e+00dB,1.77725773952289e+02°)
1.16412602941030e+03	(6.62527611429447e+00dB,1.77720532000072e+02°)
1.16680961706077e+03	(6.62526459891076e+00dB,1.77715277969444e+02°)
1.16949939101968e+03	(6.62525303038780e+00dB,1.77710011832596e+02°)
1.17219536554794e+03	(6.62524140848045e+00dB,1.77704733561658e+02°)
1.17489755493934e+03	(6.62522973294240e+00dB,1.77699443128694e+02°)
1.17760597352061e+03	(6.62521800352626e+00dB,1.77694140505707e+02°)
1.18032063565154e+03	(6.62520621998343e+00dB,1.77688825664632e+02°)
1.18304155572497e+03	(6.62519438206422e+00dB,1.77683498577341e+02°)
1.18576874816697e+03	(6.62518248951777e+00dB,1.77678159215642e+02°)
1.18850222743682e+03	(6.62517054209206e+00dB,1.77672807551278e+02°)
1.19124200802718e+03	(6.62515853953391e+00dB,1.77667443555927e+02°)
1.19398810446408e+03	(6.62514648158897e+00dB,1.77662067201202e+02°)
1.19674053130705e+03	(6.62513436800172e+00dB,1.77656678458650e+02°)
1.19949930314918e+03	(6.62512219851545e+00dB,1.77651277299755e+02°)
1.20226443461722e+03	(6.62510997287230e+00dB,1.77645863695932e+02°)
1.20503594037160e+03	(6.62509769081318e+00dB,1.77640437618534e+02°)
1.20781383510658e+03	(6.62508535207784e+00dB,1.77634999038846e+02°)
1.21059813355028e+03	(6.62507295640480e+00dB,1.77629547928088e+02°)
1.21338885046478e+03	(6.62506050353139e+00dB,1.77624084257414e+02°)
1.21618600064617e+03	(6.62504799319374e+00dB,1.77618607997911e+02°)
1.21898959892467e+03	(6.62503542512673e+00dB,1.77613119120599e+02°)
1.22179966016467e+03	(6.62502279906406e+00dB,1.77607617596435e+02°)
1.22461619926485e+03	(6.62501011473816e+00dB,1.77602103396305e+02°)
1.22743923115820e+03	(6.62499737188026e+00dB,1.77596576491030e+02°)
1.23026877081218e+03	(6.62498457022034e+00dB,1.77591036851366e+02°)
1.23310483322871e+03	(6.62497170948711e+00dB,1.77585484447999e+02°)
1.23594743344431e+03	(6.62495878940808e+00dB,1.77579919251548e+02°)
1.23879658653016e+03	(6.62494580970945e+00dB,1.77574341232566e+02°)
1.24165230759221e+03	(6.62493277011620e+00dB,1.77568750361538e+02°)
1.24451461177118e+03	(6.62491967035202e+00dB,1.77563146608880e+02°)
1.24738351424274e+03	(6.62490651013933e+00dB,1.77557529944943e+02°)
1.25025903021751e+03	(6.62489328919926e+00dB,1.77551900340006e+02°)
1.25314117494121e+03	(6.62488000725168e+00dB,1.77546257764283e+02°)
1.25602996369467e+03	(6.62486666401514e+00dB,1.77540602187918e+02°)
1.25892541179396e+03	(6.62485325920692e+00dB,1.77534933580988e+02°)
1.26182753459046e+03	(6.62483979254298e+00dB,1.77529251913500e+02°)
1.26473634747094e+03	(6.62482626373795e+00dB,1.77523557155392e+02°)
1.26765186585764e+03	(6.62481267250520e+00dB,1.77517849276533e+02°)
1.27057410520833e+03	(6.62479901855673e+00dB,1.77512128246725e+02°)
1.27350308101645e+03	(6.62478530160322e+00dB,1.77506394035699e+02°)
1.27643880881113e+03	(6.62477152135403e+00dB,1.77500646613115e+02°)
1.27938130415731e+03	(6.62475767751718e+00dB,1.77494885948567e+02°)
1.28233058265581e+03	(6.62474376979933e+00dB,1.77489112011576e+02°)
1.28528665994340e+03	(6.62472979790580e+00dB,1.77483324771596e+02°)
1.28824955169292e+03	(6.62471576154053e+00dB,1.77477524198007e+02°)
1.29121927361332e+03	(6.62470166040614e+00dB,1.77471710260124e+02°)
1.29419584144977e+03	(6.62468749420382e+00dB,1.77465882927186e+02°)
1.29717927098374e+03	(6.62467326263344e+00dB,1.77460042168366e+02°)
1.30016957803307e+03	(6.62465896539345e+00dB,1.77454187952763e+02°)
1.30316677845208e+03	(6.62464460218091e+00dB,1.77448320249408e+02°)
1.30617088813162e+03	(6.62463017269150e+00dB,1.77442439027258e+02°)
1.30918192299919e+03	(6.62461567661950e+00dB,1.77436544255202e+02°)
1.31219989901898e+03	(6.62460111365774e+00dB,1.77430635902055e+02°)
1.31522483219202e+03	(6.62458648349769e+00dB,1.77424713936561e+02°)
1.31825673855619e+03	(6.62457178582937e+00dB,1.77418778327393e+02°)
1.32129563418636e+03	(6.62455702034136e+00dB,1.77412829043153e+02°)
1.32434153519444e+03	(6.62454218672083e+00dB,1.77406866052368e+02°)
1.32739445772952e+03	(6.62452728465348e+00dB,1.77400889323496e+02°)
1.33045441797787e+03	(6.62451231382358e+00dB,1.77394898824922e+02°)
1.33352143216310e+03	(6.62449727391396e+00dB,1.77388894524956e+02°)
1.33659551654622e+03	(6.62448216460594e+00dB,1.77382876391838e+02°)
1.33967668742571e+03	(6.62446698557941e+00dB,1.77376844393734e+02°)
1.34276496113764e+03	(6.62445173651278e+00dB,1.77370798498739e+02°)
1.34586035405572e+03	(6.62443641708297e+00dB,1.77364738674871e+02°)
1.34896288259143e+03	(6.62442102696541e+00dB,1.77358664890078e+02°)
1.35207256319405e+03	(6.62440556583402e+00dB,1.77352577112233e+02°)
1.35518941235081e+03	(6.62439003336125e+00dB,1.77346475309136e+02°)
1.35831344658693e+03	(6.62437442921802e+00dB,1.77340359448513e+02°)
1.36144468246572e+03	(6.62435875307373e+00dB,1.77334229498015e+02°)
1.36458313658870e+03	(6.62434300459626e+00dB,1.77328085425220e+02°)
1.36772882559562e+03	(6.62432718345196e+00dB,1.77321927197632e+02°)
1.37088176616462e+03	(6.62431128930566e+00dB,1.77315754782680e+02°)
1.37404197501229e+03	(6.62429532182060e+00dB,1.77309568147717e+02°)
1.37720946889372e+03	(6.62427928065852e+00dB,1.77303367260023e+02°)
1.38038426460265e+03	(6.62426316547955e+00dB,1.77297152086803e+02°)
1.38356637897155e+03	(6.62424697594230e+00dB,1.77290922595185e+02°)
1.38675582887166e+03	(6.62423071170378e+00dB,1.77284678752224e+02°)
1.38995263121312e+03	(6.62421437241943e+00dB,1.77278420524897e+02°)
1.39315680294507e+03	(6.62419795774307e+00dB,1.77272147880107e+02°)
1.39636836105570e+03	(6.62418146732699e+00dB,1.77265860784681e+02°)
1.39958732257238e+03	(6.62416490082181e+00dB,1.77259559205369e+02°)
1.40281370456172e+03	(6.62414825787657e+00dB,1.77253243108847e+02°)
1.40604752412968e+03	(6.62413153813869e+00dB,1.77246912461712e+02°)
1.40928879842164e+03	(6.62411474125398e+00dB,1.77240567230486e+02°)
1.41253754462252e+03	(6.62409786686658e+00dB,1.77234207381613e+02°)
1.41579377995684e+03	(6.62408091461903e+00dB,1.77227832881461e+02°)
1.41905752168885e+03	(6.62406388415219e+00dB,1.77221443696322e+02°)
1.42232878712258e+03	(6.62404677510529e+00dB,1.77215039792408e+02°)
1.42560759360195e+03	(6.62402958711588e+00dB,1.77208621135857e+02°)
1.42889395851086e+03	(6.62401231981984e+00dB,1.77202187692726e+02°)
1.43218789927330e+03	(6.62399497285139e+00dB,1.77195739428997e+02°)
1.43548943335341e+03	(6.62397754584305e+00dB,1.77189276310571e+02°)
1.43879857825560e+03	(6.62396003842563e+00dB,1.77182798303275e+02°)
1.44211535152463e+03	(6.62394245022827e+00dB,1.77176305372854e+02°)
1.44543977074568e+03	(6.62392478087838e+00dB,1.77169797484976e+02°)
1.44877185354452e+03	(6.62390703000167e+00dB,1.77163274605230e+02°)
1.45211161758750e+03	(6.62388919722211e+00dB,1.77156736699128e+02°)
1.45545908058172e+03	(6.62387128216193e+00dB,1.77150183732099e+02°)
1.45881426027510e+03	(6.62385328444163e+00dB,1.77143615669497e+02°)
1.46217717445647e+03	(6.62383520367998e+00dB,1.77137032476594e+02°)
1.46554784095566e+03	(6.62381703949396e+00dB,1.77130434118584e+02°)
1.46892627764362e+03	(6.62379879149881e+00dB,1.77123820560580e+02°)
1.47231250243247e+03	(6.62378045930796e+00dB,1.77117191767616e+02°)
1.47570653327564e+03	(6.62376204253311e+00dB,1.77110547704645e+02°)
1.47910838816796e+03	(6.62374354078413e+00dB,1.77103888336540e+02°)
1.48251808514570e+03	(6.62372495366911e+00dB,1.77097213628095e+02°)
1.48593564228676e+03	(6.62370628079434e+00dB,1.77090523544021e+02°)
1.48936107771066e+03	(6.62368752176427e+00dB,1.77083818048950e+02°)
1.49279440957874e+03	(6.62366867618155e+00dB,1.77077097107432e+02°)
1.49623565609418e+03	(6.62364974364699e+00dB,1.77070360683936e+02°)
1.49968483550212e+03	(6.62363072375956e+00dB,1.77063608742850e+02°)
1.50314196608977e+03	(6.62361161611639e+00dB,1.77056841248481e+02°)
1.50660706618649e+03	(6.62359242031274e+00dB,1.77050058165052e+02°)
1.51008015416389e+03	(6.62357313594202e+00dB,1.77043259456706e+02°)
1.51356124843595e+03	(6.62355376259575e+00dB,1.77036445087504e+02°)
1.51705036745908e+03	(6.62353429986358e+00dB,1.77029615021424e+02°)
1.52054752973224e+03	(6.62351474733326e+00dB,1.77022769222361e+02°)
1.52405275379703e+03	(6.62349510459066e+00dB,1.77015907654128e+02°)
1.52756605823781e+03	(6.62347537121971e+00dB,1.77009030280457e+02°)
1.53108746168177e+03	(6.62345554680244e+00dB,1.77002137064993e+02°)
1.53461698279903e+03	(6.62343563091897e+00dB,1.76995227971300e+02°)
1.53815464030277e+03	(6.62341562314745e+00dB,1.76988302962860e+02°)
1.54170045294930e+03	(6.62339552306412e+00dB,1.76981362003068e+02°)
1.54525443953815e+03	(6.62337533024323e+00dB,1.76974405055239e+02°)
1.54881661891222e+03	(6.62335504425711e+00dB,1.76967432082600e+02°)
1.55238700995782e+03	(6.62333466467610e+00dB,1.76960443048297e+02°)
1.55596563160481e+03	(6.62331419106854e+00dB,1.76953437915391e+02°)
1.55955250282669e+03	(6.62329362300082e+00dB,1.76946416646857e+02°)
1.56314764264069e+03	(6.62327296003731e+00dB,1.76939379205587e+02°)
1.56675107010788e+03	(6.62325220174037e+00dB,1.76932325554387e+02°)
1.57036280433328e+03	(6.62323134767034e+00dB,1.76925255655978e+02°)
1.57398286446595e+03	(6.62321039738555e+00dB,1.76918169472996e+02°)
1.57761126969908e+03	(6.62318935044230e+00dB,1.76911066967992e+02°)
1.58124803927011e+03	(6.62316820639481e+00dB,1.76903948103429e+02°)
1.58489319246084e+03	(6.62314696479529e+00dB,1.76896812841688e+02°)
1.58854674859751e+03	(6.62312562519386e+00dB,1.76889661145060e+02°)
1.59220872705090e+03	(6.62310418713856e+00dB,1.76882492975751e+02°)
1.59587914723646e+03	(6.62308265017538e+00dB,1.76875308295883e+02°)
1.59955802861440e+03	(6.62306101384818e+00dB,1.76868107067488e+02°)
1.60324539068977e+03	(6.62303927769876e+00dB,1.76860889252512e+02°)
1.60694125301260e+03	(6.62301744126676e+00dB,1.76853654812814e+02°)
1.61064563517799e+03	(6.62299550408975e+00dB,1.76846403710168e+02°)
1.61435855682621e+03	(6.62297346570313e+00dB,1.76839135906256e+02°)
1.61808003764279e+03	(6.62295132564017e+00dB,1.76831851362677e+02°)
1.62181009735865e+03	(6.62292908343200e+00dB,1.76824550040940e+02°)
1.62554875575021e+03	(6.62290673860759e+00dB,1.76817231902465e+02°)
1.62929603263944e+03	(6.62288429069373e+00dB,1.76809896908584e+02°)
1.63305194789405e+03	(6.62286173921502e+00dB,1.76802545020544e+02°)
1.63681652142753e+03	(6.62283908369389e+00dB,1.76795176199498e+02°)
1.64058977319926e+03	(6.62281632365058e+00dB,1.76787790406515e+02°)
1.64437172321465e+03	(6.62279345860307e+00dB,1.76780387602571e+02°)
1.64816239152523e+03	(6.62277048806718e+00dB,1.76772967748556e+02°)
1.65196179822873e+03	(6.62274741155646e+00dB,1.76765530805268e+02°)
1.65576996346924e+03	(6.62272422858223e+00dB,1.76758076733417e+02°)
1.65958690743728e+03	(6.62270093865356e+00dB,1.76750605493623e+02°)
1.66341265036988e+03	(6.62267754127725e+00dB,1.76743117046414e+02°)
1.66724721255078e+03	(6.62265403595785e+00dB,1.76735611352232e+02°)
1.67109061431042e+03	(6.62263042219760e+00dB,1.76728088371423e+02°)
1.67494287602615e+03	(6.62260669949647e+00dB,1.76720548064247e+02°)
1.67880401812227e+03	(6.62258286735210e+00dB,1.76712990390871e+02°)
1.68267406107018e+03	(6.62255892525985e+00dB,1.76705415311370e+02°)
1.68655302538845e+03	(6.62253487271272e+00dB,1.76697822785731e+02°)
1.69044093164297e+03	(6.62251070920142e+00dB,1.76690212773847e+02°)
1.69433780044704e+03	(6.62248643421425e+00dB,1.76682585235518e+02°)
1.69824365246145e+03	(6.62246204723722e+00dB,1.76674940130457e+02°)
1.70215850839466e+03	(6.62243754775392e+00dB,1.76667277418279e+02°)
1.70608238900283e+03	(6.62241293524559e+00dB,1.76659597058511e+02°)
1.71001531508999e+03	(6.62238820919107e+00dB,1.76651899010585e+02°)
1.71395730750813e+03	(6.62236336906681e+00dB,1.76644183233843e+02°)
1.71790838715729e+03	(6.62233841434683e+00dB,1.76636449687531e+02°)
1.72186857498571e+03	(6.62231334450274e+00dB,1.76628698330804e+02°)
1.72583789198991e+03	(6.62228815900372e+00dB,1.76620929122722e+02°)
1.72981635921480e+03	(6.62226285731650e+00dB,1.76613142022253e+02°)
1.73380399775384e+03	(6.62223743890535e+00dB,1.76605336988271e+02°)
1.73780082874907e+03	(6.62221190323206e+00dB,1.76597513979555e+02°)
1.74180687339131e+03	(6.62218624975598e+00dB,1.76589672954790e+02°)
1.74582215292020e+03	(6.62216047793393e+00dB,1.76581813872568e+02°)
1.74984668862435e+03	(6.62213458722025e+00dB,1.76573936691385e+02°)
1.75388050184146e+03	(6.62210857706676e+00dB,1.76566041369642e+02°)
1.75792361395839e+03	(6.62208244692276e+00dB,1.76558127865647e+02°)
1.76197604641132e+03	(6.62205619623501e+00dB,1.76550196137610e+02°)
1.76603782068586e+03	(6.62202982444771e+00dB,1.76542246143648e+02°)
1.77010895831711e+03	(6.62200333100251e+00dB,1.76534277841779e+02°)
1.77418948088986e+03	(6.62197671533851e+00dB,1.76526291189930e+02°)
1.77827941003861e+03	(6.62194997689220e+00dB,1.76518286145928e+02°)
1.78237876744778e+03	(6.62192311509747e+00dB,1.76510262667505e+02°)
1.78648757485174e+03	(6.62189612938563e+00dB,1.76502220712296e+02°)
1.79060585403498e+03	(6.62186901918534e+00dB,1.76494160237840e+02°)
1.79473362683221e+03	(6.62184178392265e+00dB,1.76486081201578e+02°)
1.79887091512848e+03	(6.62181442302097e+00dB,1.76477983560855e+02°)
1.80301774085926e+03	(6.62178693590104e+00dB,1.76469867272918e+02°)
1.80717412601061e+03	(6.62175932198094e+00dB,1.76461732294917e+02°)
1.81134009261929e+03	(6.62173158067606e+00dB,1.76453578583902e+02°)
1.81551566277282e+03	(6.62170371139911e+00dB,1.76445406096828e+02°)
1.81970085860967e+03	(6.62167571356009e+00dB,1.76437214790550e+02°)
1.82389570231932e+03	(6.62164758656629e+00dB,1.76429004621824e+02°)
1.82810021614242e+03	(6.62161932982227e+00dB,1.76420775547309e+02°)
1.83231442237089e+03	(6.62159094272983e+00dB,1.76412527523563e+02°)
1.83653834334803e+03	(6.62156242468803e+00dB,1.76404260507047e+02°)
1.84077200146864e+03	(6.62153377509317e+00dB,1.76395974454121e+02°)
1.84501541917915e+03	(6.62150499333876e+00dB,1.76387669321046e+02°)
1.84926861897776e+03	(6.62147607881551e+00dB,1.76379345063984e+02°)
1.85353162341449e+03	(6.62144703091133e+00dB,1.76371001638994e+02°)
1.85780445509137e+03	(6.62141784901134e+00dB,1.76362639002038e+02°)
1.86208713666254e+03	(6.62138853249778e+00dB,1.76354257108977e+02°)
1.86637969083434e+03	(6.62135908075007e+00dB,1.76345855915570e+02°)
1.87068214036547e+03	(6.62132949314478e+00dB,1.76337435377475e+02°)
1.87499450806709e+03	(6.62129976905560e+00dB,1.76328995450250e+02°)
1.87931681680294e+03	(6.62126990785333e+00dB,1.76320536089351e+02°)
1.88364908948947e+03	(6.62123990890588e+00dB,1.76312057250133e+02°)
1.88799134909596e+03	(6.62120977157827e+00dB,1.76303558887848e+02°)
1.89234361864464e+03	(6.62117949523255e+00dB,1.76295040957646e+02°)
1.89670592121081e+03	(6.62114907922787e+00dB,1.76286503414576e+02°)
1.90107827992297e+03	(6.62111852292042e+00dB,1.76277946213583e+02°)
1.90546071796291e+03	(6.62108782566342e+00dB,1.76269369309511e+02°)
1.90985325856590e+03	(6.62105698680712e+00dB,1.76260772657099e+02°)
1.91425592502075e+03	(6.62102600569877e+00dB,1.76252156210983e+02°)
1.91866874066995e+03	(6.62099488168263e+00dB,1.76243519925698e+02°)
1.92309172890982e+03	(6.62096361409992e+00dB,1.76234863755672e+02°)
1.92752491319060e+03	(6.62093220228884e+00dB,1.76226187655232e+02°)
1.93196831701659e+03	(6.62090064558455e+00dB,1.76217491578598e+02°)
1.93642196394627e+03	(6.62086894331914e+00dB,1.76208775479888e+02°)
1.94088587759244e+03	(6.62083709482161e+00dB,1.76200039313114e+02°)
1.94536008162232e+03	(6.62080509941791e+00dB,1.76191283032185e+02°)
1.94984459975770e+03	(6.62077295643084e+00dB,1.76182506590901e+02°)
1.95433945577505e+03	(6.62074066518012e+00dB,1.76173709942961e+02°)
1.95884467350565e+03	(6.62070822498233e+00dB,1.76164893041957e+02°)
1.96336027683570e+03	(6.62067563515088e+00dB,1.76156055841374e+02°)
1.96788628970650e+03	(6.62064289499606e+00dB,1.76147198294591e+02°)
1.97242273611451e+03	(6.62061000382495e+00dB,1.76138320354884e+02°)
1.97696964011151e+03	(6.62057696094146e+00dB,1.76129421975418e+02°)
1.98152702580475e+03	(6.62054376564628e+00dB,1.76120503109255e+02°)
1.98609491735702e+03	(6.62051041723690e+00dB,1.76111563709348e+02°)
1.99067333898684e+03	(6.62047691500757e+00dB,1.76102603728542e+02°)
1.99526231496853e+03	(6.62044325824928e+00dB,1.76093623119577e+02°)
1.99986186963239e+03	(6.62040944624977e+00dB,1.76084621835085e+02°)
2.00447202736481e+03	(6.62037547829349e+00dB,1.76075599827587e+02°)
2.00909281260837e+03	(6.62034135366161e+00dB,1.76066557049499e+02°)
2.01372424986203e+03	(6.62030707163198e+00dB,1.76057493453128e+02°)
2.01836636368121e+03	(6.62027263147913e+00dB,1.76048408990672e+02°)
2.02301917867791e+03	(6.62023803247426e+00dB,1.76039303614219e+02°)
2.02768271952092e+03	(6.62020327388520e+00dB,1.76030177275750e+02°)
2.03235701093586e+03	(6.62016835497642e+00dB,1.76021029927136e+02°)
2.03704207770536e+03	(6.62013327500901e+00dB,1.76011861520137e+02°)
2.04173794466917e+03	(6.62009803324064e+00dB,1.76002672006404e+02°)
2.04644463672431e+03	(6.62006262892557e+00dB,1.75993461337479e+02°)
2.05116217882520e+03	(6.62002706131465e+00dB,1.75984229464793e+02°)
2.05589059598378e+03	(6.61999132965526e+00dB,1.75974976339664e+02°)
2.06062991326964e+03	(6.61995543319132e+00dB,1.75965701913304e+02°)
2.06538015581016e+03	(6.61991937116328e+00dB,1.75956406136809e+02°)
2.07014134879068e+03	(6.61988314280807e+00dB,1.75947088961167e+02°)
2.07491351745454e+03	(6.61984674735914e+00dB,1.75937750337252e+02°)
2.07969668710333e+03	(6.61981018404639e+00dB,1.75928390215830e+02°)
2.08449088309692e+03	(6.61977345209620e+00dB,1.75919008547550e+02°)
2.08929613085367e+03	(6.61973655073135e+00dB,1.75909605282952e+02°)
2.09411245585052e+03	(6.61969947917109e+00dB,1.75900180372463e+02°)
2.09893988362315e+03	(6.61966223663104e+00dB,1.75890733766395e+02°)
2.10377843976610e+03	(6.61962482232324e+00dB,1.75881265414951e+02°)
2.10862814993292e+03	(6.61958723545607e+00dB,1.75871775268217e+02°)
2.11348903983627e+03	(6.61954947523431e+00dB,1.75862263276167e+02°)
2.11836113524813e+03	(6.61951154085904e+00dB,1.75852729388660e+02°)
2.12324446199984e+03	(6.61947343152769e+00dB,1.75843173555444e+02°)
2.12813904598233e+03	(6.61943514643399e+00dB,1.75833595726148e+02°)
2.13304491314620e+03	(6.61939668476798e+00dB,1.75823995850291e+02°)
2.13796208950185e+03	(6.61935804571591e+00dB,1.75814373877275e+02°)
2.14289060111968e+03	(6.61931922846036e+00dB,1.75804729756386e+02°)
2.14783047413015e+03	(6.61928023218012e+00dB,1.75795063436796e+02°)
2.15278173472399e+03	(6.61924105605018e+00dB,1.75785374867561e+02°)
2.15774440915228e+03	(6.61920169924178e+00dB,1.75775663997622e+02°)
2.16271852372664e+03	(6.61916216092230e+00dB,1.75765930775803e+02°)
2.16770410481931e+03	(6.61912244025532e+00dB,1.75756175150812e+02°)
2.17270117886336e+03	(6.61908253640056e+00dB,1.75746397071239e+02°)
2.17770977235277e+03	(6.61904244851389e+00dB,1.75736596485560e+02°)
2.18272991184261e+03	(6.61900217574727e+00dB,1.75726773342131e+02°)
