Freq.	V(COMP)/V(OPTO_OUT)
5.94292158615516e+01	(1.81214345476778e+01dB,1.38239346128401e+02°)
5.95662143528954e+01	(1.81125761666069e+01dB,1.38304826947185e+02°)
5.97035286583780e+01	(1.81037405052633e+01dB,1.38370290340770e+02°)
5.98411595060263e+01	(1.80949275514680e+01dB,1.38435735970941e+02°)
5.99791076255452e+01	(1.80861372928112e+01dB,1.38501163499946e+02°)
6.01173737483221e+01	(1.80773697166528e+01dB,1.38566572590505e+02°)
6.02559586074301e+01	(1.80686248101230e+01dB,1.38631962905814e+02°)
6.03948629376322e+01	(1.80599025601227e+01dB,1.38697334109560e+02°)
6.05340874753856e+01	(1.80512029533241e+01dB,1.38762685865924e+02°)
6.06736329588448e+01	(1.80425259761715e+01dB,1.38828017839591e+02°)
6.08135001278660e+01	(1.80338716148813e+01dB,1.38893329695760e+02°)
6.09536897240111e+01	(1.80252398554430e+01dB,1.38958621100149e+02°)
6.10942024905514e+01	(1.80166306836199e+01dB,1.39023891719008e+02°)
6.12350391724715e+01	(1.80080440849491e+01dB,1.39089141219122e+02°)
6.13762005164736e+01	(1.79994800447428e+01dB,1.39154369267822e+02°)
6.15176872709809e+01	(1.79909385480882e+01dB,1.39219575532993e+02°)
6.16595001861423e+01	(1.79824195798488e+01dB,1.39284759683083e+02°)
6.18016400138357e+01	(1.79739231246646e+01dB,1.39349921387108e+02°)
6.19441075076722e+01	(1.79654491669526e+01dB,1.39415060314664e+02°)
6.20869034230004e+01	(1.79569976909081e+01dB,1.39480176135932e+02°)
6.22300285169100e+01	(1.79485686805045e+01dB,1.39545268521687e+02°)
6.23734835482360e+01	(1.79401621194946e+01dB,1.39610337143307e+02°)
6.25172692775626e+01	(1.79317779914110e+01dB,1.39675381672779e+02°)
6.26613864672275e+01	(1.79234162795667e+01dB,1.39740401782708e+02°)
6.28058358813258e+01	(1.79150769670560e+01dB,1.39805397146326e+02°)
6.29506182857137e+01	(1.79067600367549e+01dB,1.39870367437495e+02°)
6.30957344480133e+01	(1.78984654713222e+01dB,1.39935312330723e+02°)
6.32411851376159e+01	(1.78901932531999e+01dB,1.40000231501164e+02°)
6.33869711256866e+01	(1.78819433646138e+01dB,1.40065124624628e+02°)
6.35330931851683e+01	(1.78737157875746e+01dB,1.40129991377592e+02°)
6.36795520907854e+01	(1.78655105038784e+01dB,1.40194831437202e+02°)
6.38263486190487e+01	(1.78573274951074e+01dB,1.40259644481287e+02°)
6.39734835482586e+01	(1.78491667426309e+01dB,1.40324430188359e+02°)
6.41209576585100e+01	(1.78410282276055e+01dB,1.40389188237627e+02°)
6.42687717316958e+01	(1.78329119309765e+01dB,1.40453918309000e+02°)
6.44169265515115e+01	(1.78248178334784e+01dB,1.40518620083100e+02°)
6.45654229034593e+01	(1.78167459156355e+01dB,1.40583293241261e+02°)
6.47142615748521e+01	(1.78086961577629e+01dB,1.40647937465544e+02°)
6.48634433548176e+01	(1.78006685399673e+01dB,1.40712552438740e+02°)
6.50129690343028e+01	(1.77926630421477e+01dB,1.40777137844378e+02°)
6.51628394060780e+01	(1.77846796439961e+01dB,1.40841693366734e+02°)
6.53130552647409e+01	(1.77767183249987e+01dB,1.40906218690836e+02°)
6.54636174067212e+01	(1.77687790644361e+01dB,1.40970713502472e+02°)
6.56145266302842e+01	(1.77608618413848e+01dB,1.41035177488196e+02°)
6.57657837355357e+01	(1.77529666347176e+01dB,1.41099610335336e+02°)
6.59173895244257e+01	(1.77450934231044e+01dB,1.41164011732003e+02°)
6.60693448007532e+01	(1.77372421850135e+01dB,1.41228381367092e+02°)
6.62216503701698e+01	(1.77294128987118e+01dB,1.41292718930295e+02°)
6.63743070401844e+01	(1.77216055422663e+01dB,1.41357024112106e+02°)
6.65273156201677e+01	(1.77138200935444e+01dB,1.41421296603824e+02°)
6.66806769213557e+01	(1.77060565302153e+01dB,1.41485536097566e+02°)
6.68343917568550e+01	(1.76983148297504e+01dB,1.41549742286269e+02°)
6.69884609416461e+01	(1.76905949694245e+01dB,1.41613914863697e+02°)
6.71428852925887e+01	(1.76828969263166e+01dB,1.41678053524451e+02°)
6.72976656284252e+01	(1.76752206773107e+01dB,1.41742157963971e+02°)
6.74528027697856e+01	(1.76675661990969e+01dB,1.41806227878547e+02°)
6.76082975391916e+01	(1.76599334681721e+01dB,1.41870262965321e+02°)
6.77641507610609e+01	(1.76523224608410e+01dB,1.41934262922295e+02°)
6.79203632617118e+01	(1.76447331532172e+01dB,1.41998227448340e+02°)
6.80769358693675e+01	(1.76371655212238e+01dB,1.42062156243198e+02°)
6.82338694141603e+01	(1.76296195405945e+01dB,1.42126049007492e+02°)
6.83911647281362e+01	(1.76220951868746e+01dB,1.42189905442727e+02°)
6.85488226452594e+01	(1.76145924354217e+01dB,1.42253725251304e+02°)
6.87068440014165e+01	(1.76071112614071e+01dB,1.42317508136518e+02°)
6.88652296344209e+01	(1.75996516398162e+01dB,1.42381253802570e+02°)
6.90239803840174e+01	(1.75922135454499e+01dB,1.42444961954567e+02°)
6.91830970918869e+01	(1.75847969529254e+01dB,1.42508632298536e+02°)
6.93425806016501e+01	(1.75774018366771e+01dB,1.42572264541422e+02°)
6.95024317588728e+01	(1.75700281709576e+01dB,1.42635858391097e+02°)
6.96626514110700e+01	(1.75626759298389e+01dB,1.42699413556368e+02°)
6.98232404077103e+01	(1.75553450872131e+01dB,1.42762929746979e+02°)
6.99841996002205e+01	(1.75480356167935e+01dB,1.42826406673618e+02°)
7.01455298419902e+01	(1.75407474921156e+01dB,1.42889844047923e+02°)
7.03072319883764e+01	(1.75334806865381e+01dB,1.42953241582488e+02°)
7.04693068967077e+01	(1.75262351732440e+01dB,1.43016598990866e+02°)
7.06317554262892e+01	(1.75190109252414e+01dB,1.43079915987577e+02°)
7.07945784384068e+01	(1.75118079153646e+01dB,1.43143192288114e+02°)
7.09577767963319e+01	(1.75046261162753e+01dB,1.43206427608945e+02°)
7.11213513653259e+01	(1.74974655004634e+01dB,1.43269621667520e+02°)
7.12853030126449e+01	(1.74903260402481e+01dB,1.43332774182277e+02°)
7.14496326075443e+01	(1.74832077077789e+01dB,1.43395884872647e+02°)
7.16143410212831e+01	(1.74761104750367e+01dB,1.43458953459058e+02°)
7.17794291271291e+01	(1.74690343138348e+01dB,1.43521979662939e+02°)
7.19448978003628e+01	(1.74619791958200e+01dB,1.43584963206730e+02°)
7.21107479182828e+01	(1.74549450924735e+01dB,1.43647903813880e+02°)
7.22769803602099e+01	(1.74479319751122e+01dB,1.43710801208858e+02°)
7.24435960074918e+01	(1.74409398148894e+01dB,1.43773655117153e+02°)
7.26105957435083e+01	(1.74339685827963e+01dB,1.43836465265284e+02°)
7.27779804536752e+01	(1.74270182496627e+01dB,1.43899231380798e+02°)
7.29457510254496e+01	(1.74200887861583e+01dB,1.43961953192281e+02°)
7.31139083483345e+01	(1.74131801627936e+01dB,1.44024630429359e+02°)
7.32824533138831e+01	(1.74062923499209e+01dB,1.44087262822703e+02°)
7.34513868157042e+01	(1.73994253177358e+01dB,1.44149850104035e+02°)
7.36207097494663e+01	(1.73925790362779e+01dB,1.44212392006131e+02°)
7.37904230129027e+01	(1.73857534754319e+01dB,1.44274888262825e+02°)
7.39605275058164e+01	(1.73789486049288e+01dB,1.44337338609015e+02°)
7.41310241300844e+01	(1.73721643943472e+01dB,1.44399742780666e+02°)
7.43019137896627e+01	(1.73654008131137e+01dB,1.44462100514814e+02°)
7.44731973905915e+01	(1.73586578305048e+01dB,1.44524411549572e+02°)
7.46448758409992e+01	(1.73519354156477e+01dB,1.44586675624131e+02°)
7.48169500511080e+01	(1.73452335375210e+01dB,1.44648892478767e+02°)
7.49894209332381e+01	(1.73385521649565e+01dB,1.44711061854844e+02°)
7.51622894018130e+01	(1.73318912666398e+01dB,1.44773183494817e+02°)
7.53355563733642e+01	(1.73252508111115e+01dB,1.44835257142235e+02°)
7.55092227665358e+01	(1.73186307667687e+01dB,1.44897282541750e+02°)
7.56832895020898e+01	(1.73120311018653e+01dB,1.44959259439114e+02°)
7.58577575029108e+01	(1.73054517845140e+01dB,1.45021187581187e+02°)
7.60326276940106e+01	(1.72988927826870e+01dB,1.45083066715939e+02°)
7.62079010025335e+01	(1.72923540642169e+01dB,1.45144896592454e+02°)
7.63835783577614e+01	(1.72858355967984e+01dB,1.45206676960934e+02°)
7.65596606911179e+01	(1.72793373479888e+01dB,1.45268407572702e+02°)
7.67361489361742e+01	(1.72728592852095e+01dB,1.45330088180204e+02°)
7.69130440286532e+01	(1.72664013757473e+01dB,1.45391718537015e+02°)
7.70903469064352e+01	(1.72599635867548e+01dB,1.45453298397840e+02°)
7.72680585095625e+01	(1.72535458852525e+01dB,1.45514827518521e+02°)
7.74461797802441e+01	(1.72471482381291e+01dB,1.45576305656033e+02°)
7.76247116628613e+01	(1.72407706121431e+01dB,1.45637732568494e+02°)
7.78036551039725e+01	(1.72344129739238e+01dB,1.45699108015166e+02°)
7.79830110523180e+01	(1.72280752899726e+01dB,1.45760431756457e+02°)
7.81627804588251e+01	(1.72217575266636e+01dB,1.45821703553924e+02°)
7.83429642766133e+01	(1.72154596502455e+01dB,1.45882923170277e+02°)
7.85235634609992e+01	(1.72091816268422e+01dB,1.45944090369380e+02°)
7.87045789695019e+01	(1.72029234224541e+01dB,1.46005204916258e+02°)
7.88860117618475e+01	(1.71966850029593e+01dB,1.46066266577094e+02°)
7.90678627999745e+01	(1.71904663341147e+01dB,1.46127275119234e+02°)
7.92501330480391e+01	(1.71842673815571e+01dB,1.46188230311193e+02°)
7.94328234724201e+01	(1.71780881108043e+01dB,1.46249131922653e+02°)
7.96159350417238e+01	(1.71719284872566e+01dB,1.46309979724465e+02°)
7.97994687267896e+01	(1.71657884761973e+01dB,1.46370773488657e+02°)
7.99834255006947e+01	(1.71596680427945e+01dB,1.46431512988431e+02°)
8.01678063387598e+01	(1.71535671521019e+01dB,1.46492197998167e+02°)
8.03526122185536e+01	(1.71474857690599e+01dB,1.46552828293426e+02°)
8.05378441198985e+01	(1.71414238584971e+01dB,1.46613403650953e+02°)
8.07235030248756e+01	(1.71353813851309e+01dB,1.46673923848674e+02°)
8.09095899178300e+01	(1.71293583135692e+01dB,1.46734388665707e+02°)
8.10961057853758e+01	(1.71233546083113e+01dB,1.46794797882355e+02°)
8.12830516164016e+01	(1.71173702337489e+01dB,1.46855151280114e+02°)
8.14704284020757e+01	(1.71114051541674e+01dB,1.46915448641672e+02°)
8.16582371358509e+01	(1.71054593337473e+01dB,1.46975689750913e+02°)
8.18464788134706e+01	(1.70995327365649e+01dB,1.47035874392916e+02°)
8.20351544329734e+01	(1.70936253265937e+01dB,1.47096002353960e+02°)
8.22242649946987e+01	(1.70877370677055e+01dB,1.47156073421524e+02°)
8.24138115012918e+01	(1.70818679236715e+01dB,1.47216087384286e+02°)
8.26037949577094e+01	(1.70760178581635e+01dB,1.47276044032131e+02°)
8.27942163712249e+01	(1.70701868347552e+01dB,1.47335943156148e+02°)
8.29850767514338e+01	(1.70643748169228e+01dB,1.47395784548632e+02°)
8.31763771102586e+01	(1.70585817680470e+01dB,1.47455568003084e+02°)
8.33681184619549e+01	(1.70528076514134e+01dB,1.47515293314219e+02°)
8.35603018231162e+01	(1.70470524302140e+01dB,1.47574960277958e+02°)
8.37529282126797e+01	(1.70413160675481e+01dB,1.47634568691436e+02°)
8.39459986519311e+01	(1.70355985264238e+01dB,1.47694118353001e+02°)
8.41395141645109e+01	(1.70298997697589e+01dB,1.47753609062216e+02°)
8.43334757764189e+01	(1.70242197603820e+01dB,1.47813040619857e+02°)
8.45278845160203e+01	(1.70185584610339e+01dB,1.47872412827920e+02°)
8.47227414140509e+01	(1.70129158343683e+01dB,1.47931725489615e+02°)
8.49180475036226e+01	(1.70072918429535e+01dB,1.47990978409373e+02°)
8.51138038202289e+01	(1.70016864492728e+01dB,1.48050171392844e+02°)
8.53100114017501e+01	(1.69960996157267e+01dB,1.48109304246898e+02°)
8.55066712884595e+01	(1.69905313046327e+01dB,1.48168376779625e+02°)
8.57037845230281e+01	(1.69849814782277e+01dB,1.48227388800339e+02°)
8.59013521505307e+01	(1.69794500986682e+01dB,1.48286340119574e+02°)
8.60993752184512e+01	(1.69739371280321e+01dB,1.48345230549089e+02°)
8.62978547766881e+01	(1.69684425283191e+01dB,1.48404059901868e+02°)
8.64967918775604e+01	(1.69629662614526e+01dB,1.48462827992116e+02°)
8.66961875758127e+01	(1.69575082892804e+01dB,1.48521534635265e+02°)
8.68960429286212e+01	(1.69520685735757e+01dB,1.48580179647973e+02°)
8.70963589955990e+01	(1.69466470760387e+01dB,1.48638762848122e+02°)
8.72971368388021e+01	(1.69412437582971e+01dB,1.48697284054820e+02°)
8.74983775227345e+01	(1.69358585819077e+01dB,1.48755743088404e+02°)
8.77000821143544e+01	(1.69304915083575e+01dB,1.48814139770434e+02°)
8.79022516830793e+01	(1.69251424990644e+01dB,1.48872473923700e+02°)
8.81048873007923e+01	(1.69198115153787e+01dB,1.48930745372218e+02°)
8.83079900418471e+01	(1.69144985185841e+01dB,1.48988953941229e+02°)
8.85115609830743e+01	(1.69092034698988e+01dB,1.49047099457205e+02°)
8.87156012037869e+01	(1.69039263304764e+01dB,1.49105181747842e+02°)
8.89201117857856e+01	(1.68986670614075e+01dB,1.49163200642064e+02°)
8.91250938133653e+01	(1.68934256237203e+01dB,1.49221155970023e+02°)
8.93305483733202e+01	(1.68882019783818e+01dB,1.49279047563098e+02°)
8.95364765549501e+01	(1.68829960862992e+01dB,1.49336875253892e+02°)
8.97428794500655e+01	(1.68778079083205e+01dB,1.49394638876238e+02°)
8.99497581529941e+01	(1.68726374052363e+01dB,1.49452338265194e+02°)
9.01571137605863e+01	(1.68674845377799e+01dB,1.49509973257043e+02°)
9.03649473722207e+01	(1.68623492666292e+01dB,1.49567543689294e+02°)
9.05732600898105e+01	(1.68572315524076e+01dB,1.49625049400683e+02°)
9.07820530178091e+01	(1.68521313556848e+01dB,1.49682490231166e+02°)
9.09913272632157e+01	(1.68470486369781e+01dB,1.49739866021929e+02°)
9.12010839355814e+01	(1.68419833567536e+01dB,1.49797176615378e+02°)
9.14113241470155e+01	(1.68369354754267e+01dB,1.49854421855143e+02°)
9.16220490121904e+01	(1.68319049533639e+01dB,1.49911601586075e+02°)
9.18332596483485e+01	(1.68268917508836e+01dB,1.49968715654250e+02°)
9.20449571753075e+01	(1.68218958282567e+01dB,1.50025763906961e+02°)
9.22571427154666e+01	(1.68169171457083e+01dB,1.50082746192725e+02°)
9.24698173938126e+01	(1.68119556634185e+01dB,1.50139662361275e+02°)
9.26829823379252e+01	(1.68070113415235e+01dB,1.50196512263565e+02°)
9.28966386779839e+01	(1.68020841401163e+01dB,1.50253295751765e+02°)
9.31107875467733e+01	(1.67971740192482e+01dB,1.50310012679264e+02°)
9.33254300796893e+01	(1.67922809389299e+01dB,1.50366662900663e+02°)
9.35405674147454e+01	(1.67874048591320e+01dB,1.50423246271781e+02°)
9.37562006925782e+01	(1.67825457397865e+01dB,1.50479762649649e+02°)
9.39723310564539e+01	(1.67777035407875e+01dB,1.50536211892512e+02°)
9.41889596522742e+01	(1.67728782219927e+01dB,1.50592593859824e+02°)
9.44060876285824e+01	(1.67680697432239e+01dB,1.50648908412250e+02°)
9.46237161365693e+01	(1.67632780642683e+01dB,1.50705155411666e+02°)
9.48418463300797e+01	(1.67585031448795e+01dB,1.50761334721152e+02°)
9.50604793656181e+01	(1.67537449447784e+01dB,1.50817446204998e+02°)
9.52796164023551e+01	(1.67490034236544e+01dB,1.50873489728696e+02°)
9.54992586021335e+01	(1.67442785411661e+01dB,1.50929465158944e+02°)
9.57194071294743e+01	(1.67395702569427e+01dB,1.50985372363640e+02°)
9.59400631515832e+01	(1.67348785305847e+01dB,1.51041211211883e+02°)
9.61612278383563e+01	(1.67302033216650e+01dB,1.51096981573974e+02°)
9.63829023623868e+01	(1.67255445897297e+01dB,1.51152683321407e+02°)
9.66050878989711e+01	(1.67209022942995e+01dB,1.51208316326876e+02°)
9.68277856261146e+01	(1.67162763948704e+01dB,1.51263880464267e+02°)
9.70509967245387e+01	(1.67116668509146e+01dB,1.51319375608660e+02°)
9.72747223776862e+01	(1.67070736218817e+01dB,1.51374801636326e+02°)
9.74989637717283e+01	(1.67024966671994e+01dB,1.51430158424724e+02°)
9.77237220955707e+01	(1.66979359462749e+01dB,1.51485445852502e+02°)
9.79489985408595e+01	(1.66933914184953e+01dB,1.51540663799493e+02°)
9.81747943019880e+01	(1.66888630432291e+01dB,1.51595812146714e+02°)
9.84011105761029e+01	(1.66843507798266e+01dB,1.51650890776365e+02°)
9.86279485631106e+01	(1.66798545876216e+01dB,1.51705899571824e+02°)
9.88553094656834e+01	(1.66753744259314e+01dB,1.51760838417649e+02°)
9.90831944892662e+01	(1.66709102540586e+01dB,1.51815707199573e+02°)
9.93116048420828e+01	(1.66664620312916e+01dB,1.51870505804504e+02°)
9.95405417351421e+01	(1.66620297169054e+01dB,1.51925234120523e+02°)
9.97700063822447e+01	(1.66576132701631e+01dB,1.51979892036877e+02°)
9.99999999999893e+01	(1.66532126503161e+01dB,1.52034479443986e+02°)
1.00230523807779e+02	(1.66488278166056e+01dB,1.52088996233432e+02°)
1.00461579027829e+02	(1.66444587282633e+01dB,1.52143442297963e+02°)
1.00693166885170e+02	(1.66401053445123e+01dB,1.52197817531487e+02°)
1.00925288607658e+02	(1.66357676245678e+01dB,1.52252121829071e+02°)
1.01157945425979e+02	(1.66314455276385e+01dB,1.52306355086940e+02°)
1.01391138573657e+02	(1.66271390129272e+01dB,1.52360517202471e+02°)
1.01624869287059e+02	(1.66228480396315e+01dB,1.52414608074198e+02°)
1.01859138805401e+02	(1.66185725669451e+01dB,1.52468627601799e+02°)
1.02093948370757e+02	(1.66143125540584e+01dB,1.52522575686103e+02°)
1.02329299228064e+02	(1.66100679601594e+01dB,1.52576452229084e+02°)
1.02565192625130e+02	(1.66058387444348e+01dB,1.52630257133857e+02°)
1.02801629812636e+02	(1.66016248660707e+01dB,1.52683990304677e+02°)
1.03038612044151e+02	(1.65974262842533e+01dB,1.52737651646937e+02°)
1.03276140576129e+02	(1.65932429581701e+01dB,1.52791241067166e+02°)
1.03514216667923e+02	(1.65890748470105e+01dB,1.52844758473025e+02°)
1.03752841581790e+02	(1.65849219099668e+01dB,1.52898203773302e+02°)
1.03992016582895e+02	(1.65807841062351e+01dB,1.52951576877916e+02°)
1.04231742939319e+02	(1.65766613950158e+01dB,1.53004877697909e+02°)
1.04472021922069e+02	(1.65725537355149e+01dB,1.53058106145443e+02°)
1.04712854805079e+02	(1.65684610869446e+01dB,1.53111262133802e+02°)
1.04954242865221e+02	(1.65643834085239e+01dB,1.53164345577385e+02°)
1.05196187382311e+02	(1.65603206594799e+01dB,1.53217356391703e+02°)
1.05438689639115e+02	(1.65562727990484e+01dB,1.53270294493381e+02°)
1.05681750921354e+02	(1.65522397864746e+01dB,1.53323159800150e+02°)
1.05925372517717e+02	(1.65482215810140e+01dB,1.53375952230846e+02°)
1.06169555719861e+02	(1.65442181419332e+01dB,1.53428671705407e+02°)
1.06414301822420e+02	(1.65402294285109e+01dB,1.53481318144872e+02°)
1.06659612123014e+02	(1.65362554000383e+01dB,1.53533891471374e+02°)
1.06905487922254e+02	(1.65322960158202e+01dB,1.53586391608142e+02°)
1.07151930523749e+02	(1.65283512351756e+01dB,1.53638818479494e+02°)
1.07398941234113e+02	(1.65244210174387e+01dB,1.53691172010835e+02°)
1.07646521362972e+02	(1.65205053219596e+01dB,1.53743452128657e+02°)
1.07894672222971e+02	(1.65166041081047e+01dB,1.53795658760531e+02°)
1.08143395129782e+02	(1.65127173352581e+01dB,1.53847791835107e+02°)
1.08392691402109e+02	(1.65088449628220e+01dB,1.53899851282110e+02°)
1.08642562361695e+02	(1.65049869502172e+01dB,1.53951837032340e+02°)
1.08893009333332e+02	(1.65011432568847e+01dB,1.54003749017662e+02°)
1.09144033644864e+02	(1.64973138422853e+01dB,1.54055587171010e+02°)
1.09395636627197e+02	(1.64934986659014e+01dB,1.54107351426379e+02°)
1.09647819614307e+02	(1.64896976872371e+01dB,1.54159041718824e+02°)
1.09900583943240e+02	(1.64859108658190e+01dB,1.54210657984458e+02°)
1.10153930954129e+02	(1.64821381611974e+01dB,1.54262200160446e+02°)
1.10407861990195e+02	(1.64783795329462e+01dB,1.54313668185002e+02°)
1.10662378397755e+02	(1.64746349406643e+01dB,1.54365061997388e+02°)
1.10917481526228e+02	(1.64709043439763e+01dB,1.54416381537909e+02°)
1.11173172728147e+02	(1.64671877025325e+01dB,1.54467626747909e+02°)
1.11429453359161e+02	(1.64634849760107e+01dB,1.54518797569772e+02°)
1.11686324778044e+02	(1.64597961241157e+01dB,1.54569893946912e+02°)
1.11943788346703e+02	(1.64561211065811e+01dB,1.54620915823775e+02°)
1.12201845430184e+02	(1.64524598831691e+01dB,1.54671863145832e+02°)
1.12460497396680e+02	(1.64488124136718e+01dB,1.54722735859579e+02°)
1.12719745617539e+02	(1.64451786579115e+01dB,1.54773533912532e+02°)
1.12979591467267e+02	(1.64415585757416e+01dB,1.54824257253221e+02°)
1.13240036323543e+02	(1.64379521270472e+01dB,1.54874905831193e+02°)
1.13501081567219e+02	(1.64343592717455e+01dB,1.54925479597000e+02°)
1.13762728582331e+02	(1.64307799697870e+01dB,1.54975978502205e+02°)
1.14024978756104e+02	(1.64272141811558e+01dB,1.55026402499369e+02°)
1.14287833478965e+02	(1.64236618658701e+01dB,1.55076751542055e+02°)
1.14551294144541e+02	(1.64201229839832e+01dB,1.55127025584821e+02°)
1.14815362149676e+02	(1.64165974955840e+01dB,1.55177224583216e+02°)
1.15080038894431e+02	(1.64130853607975e+01dB,1.55227348493779e+02°)
1.15345325782097e+02	(1.64095865397856e+01dB,1.55277397274033e+02°)
1.15611224219197e+02	(1.64061009927478e+01dB,1.55327370882483e+02°)
1.15877735615500e+02	(1.64026286799213e+01dB,1.55377269278610e+02°)
1.16144861384021e+02	(1.63991695615825e+01dB,1.55427092422873e+02°)
1.16412602941036e+02	(1.63957235980467e+01dB,1.55476840276697e+02°)
1.16680961706083e+02	(1.63922907496692e+01dB,1.55526512802477e+02°)
1.16949939101974e+02	(1.63888709768459e+01dB,1.55576109963569e+02°)
1.17219536554800e+02	(1.63854642400138e+01dB,1.55625631724292e+02°)
1.17489755493940e+02	(1.63820704996514e+01dB,1.55675078049917e+02°)
1.17760597352068e+02	(1.63786897162797e+01dB,1.55724448906670e+02°)
1.18032063565160e+02	(1.63753218504624e+01dB,1.55773744261725e+02°)
1.18304155572503e+02	(1.63719668628067e+01dB,1.55822964083200e+02°)
1.18576874816703e+02	(1.63686247139637e+01dB,1.55872108340155e+02°)
1.18850222743689e+02	(1.63652953646291e+01dB,1.55921177002588e+02°)
1.19124200802724e+02	(1.63619787755437e+01dB,1.55970170041429e+02°)
1.19398810446414e+02	(1.63586749074939e+01dB,1.56019087428539e+02°)
1.19674053130711e+02	(1.63553837213126e+01dB,1.56067929136705e+02°)
1.19949930314925e+02	(1.63521051778790e+01dB,1.56116695139638e+02°)
1.20226443461728e+02	(1.63488392381199e+01dB,1.56165385411966e+02°)
1.20503594037166e+02	(1.63455858630099e+01dB,1.56213999929231e+02°)
1.20781383510665e+02	(1.63423450135719e+01dB,1.56262538667888e+02°)
1.21059813355035e+02	(1.63391166508776e+01dB,1.56311001605300e+02°)
1.21338885046484e+02	(1.63359007360484e+01dB,1.56359388719731e+02°)
1.21618600064623e+02	(1.63326972302553e+01dB,1.56407699990347e+02°)
1.21898959892473e+02	(1.63295060947199e+01dB,1.56455935397207e+02°)
1.22179966016474e+02	(1.63263272907147e+01dB,1.56504094921266e+02°)
1.22461619926491e+02	(1.63231607795635e+01dB,1.56552178544365e+02°)
1.22743923115827e+02	(1.63200065226422e+01dB,1.56600186249228e+02°)
1.23026877081224e+02	(1.63168644813790e+01dB,1.56648118019463e+02°)
1.23310483322877e+02	(1.63137346172553e+01dB,1.56695973839552e+02°)
1.23594743344437e+02	(1.63106168918054e+01dB,1.56743753694851e+02°)
1.23879658653023e+02	(1.63075112666178e+01dB,1.56791457571584e+02°)
1.24165230759227e+02	(1.63044177033352e+01dB,1.56839085456841e+02°)
1.24451461177125e+02	(1.63013361636553e+01dB,1.56886637338574e+02°)
1.24738351424280e+02	(1.62982666093308e+01dB,1.56934113205589e+02°)
1.25025903021758e+02	(1.62952090021702e+01dB,1.56981513047550e+02°)
1.25314117494128e+02	(1.62921633040383e+01dB,1.57028836854966e+02°)
1.25602996369473e+02	(1.62891294768564e+01dB,1.57076084619196e+02°)
1.25892541179403e+02	(1.62861074826029e+01dB,1.57123256332437e+02°)
1.26182753459053e+02	(1.62830972833137e+01dB,1.57170351987726e+02°)
1.26473634747101e+02	(1.62800988410826e+01dB,1.57217371578933e+02°)
1.26765186585770e+02	(1.62771121180618e+01dB,1.57264315100759e+02°)
1.27057410520840e+02	(1.62741370764625e+01dB,1.57311182548730e+02°)
1.27350308101652e+02	(1.62711736785546e+01dB,1.57357973919194e+02°)
1.27643880881120e+02	(1.62682218866682e+01dB,1.57404689209319e+02°)
1.27938130415738e+02	(1.62652816631930e+01dB,1.57451328417084e+02°)
1.28233058265588e+02	(1.62623529705795e+01dB,1.57497891541283e+02°)
1.28528665994347e+02	(1.62594357713387e+01dB,1.57544378581512e+02°)
1.28824955169299e+02	(1.62565300280431e+01dB,1.57590789538172e+02°)
1.29121927361339e+02	(1.62536357033268e+01dB,1.57637124412462e+02°)
1.29419584144984e+02	(1.62507527598859e+01dB,1.57683383206376e+02°)
1.29717927098381e+02	(1.62478811604788e+01dB,1.57729565922697e+02°)
1.30016957803314e+02	(1.62450208679269e+01dB,1.57775672564997e+02°)
1.30316677845215e+02	(1.62421718451145e+01dB,1.57821703137630e+02°)
1.30617088813169e+02	(1.62393340549898e+01dB,1.57867657645728e+02°)
1.30918192299926e+02	(1.62365074605645e+01dB,1.57913536095198e+02°)
1.31219989901905e+02	(1.62336920249149e+01dB,1.57959338492720e+02°)
1.31522483219209e+02	(1.62308877111817e+01dB,1.58005064845739e+02°)
1.31825673855626e+02	(1.62280944825707e+01dB,1.58050715162462e+02°)
1.32129563418643e+02	(1.62253123023529e+01dB,1.58096289451860e+02°)
1.32434153519451e+02	(1.62225411338651e+01dB,1.58141787723653e+02°)
1.32739445772959e+02	(1.62197809405101e+01dB,1.58187209988316e+02°)
1.33045441797794e+02	(1.62170316857569e+01dB,1.58232556257070e+02°)
1.33352143216317e+02	(1.62142933331412e+01dB,1.58277826541881e+02°)
1.33659551654629e+02	(1.62115658462660e+01dB,1.58323020855452e+02°)
1.33967668742578e+02	(1.62088491888011e+01dB,1.58368139211223e+02°)
1.34276496113771e+02	(1.62061433244845e+01dB,1.58413181623365e+02°)
1.34586035405580e+02	(1.62034482171216e+01dB,1.58458148106776e+02°)
1.34896288259150e+02	(1.62007638305866e+01dB,1.58503038677080e+02°)
1.35207256319412e+02	(1.61980901288219e+01dB,1.58547853350617e+02°)
1.35518941235088e+02	(1.61954270758389e+01dB,1.58592592144445e+02°)
1.35831344658700e+02	(1.61927746357182e+01dB,1.58637255076335e+02°)
1.36144468246579e+02	(1.61901327726098e+01dB,1.58681842164763e+02°)
1.36458313658877e+02	(1.61875014507335e+01dB,1.58726353428911e+02°)
1.36772882559569e+02	(1.61848806343791e+01dB,1.58770788888660e+02°)
1.37088176616470e+02	(1.61822702879067e+01dB,1.58815148564588e+02°)
1.37404197501236e+02	(1.61796703757471e+01dB,1.58859432477965e+02°)
1.37720946889379e+02	(1.61770808624019e+01dB,1.58903640650748e+02°)
1.38038426460273e+02	(1.61745017124438e+01dB,1.58947773105580e+02°)
