Frequency (Hz),"Trace 1: Gain: Real ","Trace 1: Gain: Imaginary ",Trace 1: Gain: Magnitude (dB),"Trace 2: Gain: Real ","Trace 2: Gain: Imaginary ",Trace 2: Gain: Phase (°)
10,-4212.281867242596,252.2808241160864,72.5058988419157,-4212.281867242596,252.2808241160864,176.57255116686207
10.351422,-4496.897361445788,375.873342531992,73.0884958094436,-4496.897361445788,375.873342531992,175.22203638019957
10.715193,-4601.442532953802,261.2270982168173,73.27185447242894,-4601.442532953802,261.2270982168173,176.75076635134306
11.091748,-4525.456757918487,201.50446695971507,73.12185037331045,-4525.456757918487,201.50446695971507,177.45048177790224
11.481536,-4720.528736702243,376.16644172083136,73.5073037457136,-4720.528736702243,376.16644172083136,175.44387859577208
11.885022,-4909.792641100596,318.3899559253259,73.8394879130316,-4909.792641100596,318.3899559253259,176.28968165208678
12.302688,-5253.0836380260425,44.132226266268326,74.40859282650679,-5253.0836380260425,44.132226266268326,179.51865780314293
12.735031,-5728.785627819567,364.14325253654147,75.17876310402546,-5728.785627819567,364.14325253654147,176.36295689105495
13.182567,-5968.030293117382,381.6165323261711,75.53434146191925,-5968.030293117382,381.6165323261711,176.3412904760099
13.645831,-6919.430873055303,742.2684089629013,76.8510985972494,-6919.430873055303,742.2684089629013,173.87712206320904
14.125375,-7427.054247916595,490.4007081633647,77.43522524144724,-7427.054247916595,490.4007081633647,176.22230261935647
14.621772,-8567.753090032073,587.3249832064267,78.67769936968105,-8567.753090032073,587.3249832064267,176.0784724643168
15.135612,-9213.341037761127,774.7019526581823,79.31894062565873,-9213.341037761127,774.7019526581823,175.1936019573384
15.667511,-11577.582766925263,2095.302365873449,81.41232461201358,-11577.582766925263,2095.302365873449,169.7416889179713
16.218101,-13416.748765534721,1901.0020853510641,82.63926975339285,-13416.748765534721,1901.0020853510641,171.93551460692052
16.78804,-17251.05482680133,5868.771579091808,85.21192200337865,-17251.05482680133,5868.771579091808,161.21180661449446
17.378008,-22390.548605679272,14037.874627309222,88.44103354468545,-22390.548605679272,14037.874627309222,147.91412359319784
17.988709,-20121.779522971578,29763.73458787881,91.10847486128564,-20121.779522971578,29763.73458787881,124.06066850965172
18.620871,18129.815836855352,30886.842455415193,91.08120780938827,18129.815836855352,30886.842455415193,59.58811545215812
19.275249,16916.941625079526,7354.9122999955725,85.31833423430676,16916.941625079526,7354.9122999955725,23.497768933720057
19.952623,10806.170868381158,5135.467298228439,81.55780288425427,10806.170868381158,5135.467298228439,25.41868860286435
20.653802,9899.09929286417,4203.502490088317,80.63189195782115,9899.09929286417,4203.502490088317,23.007768673800438
21.379621,6682.0878411301355,2288.5298689915276,76.9799319354089,6682.0878411301355,2288.5298689915276,18.905678055636972
22.130947,5639.8695975463415,1724.2036525368349,75.41342155701007,5639.8695975463415,1724.2036525368349,16.999279759313595
22.908677,4781.05625083948,1356.629169157608,73.92678342837758,4781.05625083948,1356.629169157608,15.841340144076224
23.713737,3957.3311425505267,1146.3781273697025,72.29800894413208,3957.3311425505267,1146.3781273697025,16.15549158403232
24.547089,3336.8531056902148,994.1596323168159,70.83608028205968,3336.8531056902148,994.1596323168159,16.590546187974923
25.409727,2920.006832759972,843.6968760670818,69.65590383973057,2920.006832759972,843.6968760670818,16.115941818621515
26.30268,2573.924287606706,739.0502050063902,68.55596767141685,2573.924287606706,739.0502050063902,16.02034653681828
27.227013,2251.8896274957774,605.6057516095058,67.35420452698017,2251.8896274957774,605.6057516095058,15.052539233909002
28.183829,2054.504236502038,566.0498754447211,66.57189767029149,2054.504236502038,566.0498754447211,15.403761770251753
29.17427,1853.222413093692,513.1958860048625,65.67943809188834,1853.222413093692,513.1958860048625,15.478518515012547
30.199517,1663.4409969477128,500.2938770816191,64.79622798374264,1663.4409969477128,500.2938770816191,16.739101924017966
31.260794,1491.436559400975,423.383387991491,63.80868791006655,1491.436559400975,423.383387991491,15.847984010437012
32.359366,1334.1350968552347,397.4124386861136,62.87320852725968,1334.1350968552347,397.4124386861136,16.587752539983732
33.496544,1218.268341362311,371.2166347992571,62.1004537203164,1218.268341362311,371.2166347992571,16.94642075249204
34.673685,1114.8188844309275,344.924172495303,61.34111362104163,1114.8188844309275,344.924172495303,17.192030359250214
35.892193,1028.8368866471978,338.61570811901294,60.69359444745303,1028.8368866471978,338.61570811901294,18.217656113708735
37.153523,930.7800968246262,310.31869023797765,59.83468089507763,930.7800968246262,310.31869023797765,18.438198474660616
38.459178,867.3170771624469,276.551068944277,59.184075088101935,867.3170771624469,276.551068944277,17.685302845605563
39.810717,803.7551383723562,270.6260751540538,58.56886388712528,803.7551383723562,270.6260751540538,18.608489469628115
