Freq.	V(A)/I(RDC_AB)
1.80301774085926e+04	(-2.33624925975766e+01dB,5.73186077368660e+01°)
1.80717412601061e+04	(-2.33483602690362e+01dB,5.73771902666961e+01°)
1.81134009261929e+04	(-2.33342097900540e+01dB,5.74357175870356e+01°)
1.81551566277282e+04	(-2.33200411945069e+01dB,5.74941895197402e+01°)
1.81970085860967e+04	(-2.33058545163380e+01dB,5.75526058876962e+01°)
1.82389570231932e+04	(-2.32916497895560e+01dB,5.76109665148344e+01°)
1.82810021614242e+04	(-2.32774270482348e+01dB,5.76692712261292e+01°)
1.83231442237089e+04	(-2.32631863265189e+01dB,5.77275198476619e+01°)
1.83653834334803e+04	(-2.32489276586132e+01dB,5.77857122065273e+01°)
1.84077200146864e+04	(-2.32346510787876e+01dB,5.78438481308969e+01°)
1.84501541917915e+04	(-2.32203566213748e+01dB,5.79019274499908e+01°)
1.84926861897776e+04	(-2.32060443207688e+01dB,5.79599499940874e+01°)
1.85353162341449e+04	(-2.31917142114260e+01dB,5.80179155945335e+01°)
1.85780445509137e+04	(-2.31773663278619e+01dB,5.80758240837221e+01°)
1.86208713666254e+04	(-2.31630007046511e+01dB,5.81336752951044e+01°)
1.86637969083434e+04	(-2.31486173764258e+01dB,5.81914690631773e+01°)
1.87068214036547e+04	(-2.31342163778787e+01dB,5.82492052235307e+01°)
1.87499450806709e+04	(-2.31197977437536e+01dB,5.83068836127509e+01°)
1.87931681680294e+04	(-2.31053615088540e+01dB,5.83645040685245e+01°)
1.88364908948947e+04	(-2.30909077080386e+01dB,5.84220664295956e+01°)
1.88799134909596e+04	(-2.30764363762162e+01dB,5.84795705357240e+01°)
1.89234361864464e+04	(-2.30619475483511e+01dB,5.85370162277540e+01°)
1.89670592121081e+04	(-2.30474412594608e+01dB,5.85944033475917e+01°)
1.90107827992297e+04	(-2.30329175446105e+01dB,5.86517317381614e+01°)
1.90546071796291e+04	(-2.30183764389174e+01dB,5.87090012434564e+01°)
1.90985325856590e+04	(-2.30038179775485e+01dB,5.87662117085264e+01°)
1.91425592502075e+04	(-2.29892421957202e+01dB,5.88233629794822e+01°)
1.91866874066995e+04	(-2.29746491286948e+01dB,5.88804549034633e+01°)
1.92309172890982e+04	(-2.29600388117819e+01dB,5.89374873286647e+01°)
1.92752491319060e+04	(-2.29454112803372e+01dB,5.89944601043339e+01°)
1.93196831701659e+04	(-2.29307665697609e+01dB,5.90513730807575e+01°)
1.93642196394627e+04	(-2.29161047154994e+01dB,5.91082261092917e+01°)
1.94088587759244e+04	(-2.29014257530395e+01dB,5.91650190423055e+01°)
1.94536008162232e+04	(-2.28867297179137e+01dB,5.92217517332468e+01°)
1.94984459975770e+04	(-2.28720166456949e+01dB,5.92784240365986e+01°)
1.95433945577505e+04	(-2.28572865719933e+01dB,5.93350358078421e+01°)
1.95884467350565e+04	(-2.28425395324658e+01dB,5.93915869035788e+01°)
1.96336027683570e+04	(-2.28277755628056e+01dB,5.94480771814198e+01°)
1.96788628970650e+04	(-2.28129946987405e+01dB,5.95045064999726e+01°)
1.97242273611451e+04	(-2.27981969760413e+01dB,5.95608747189481e+01°)
1.97696964011151e+04	(-2.27833824305139e+01dB,5.96171816990752e+01°)
1.98152702580475e+04	(-2.27685510979972e+01dB,5.96734273020896e+01°)
1.98609491735702e+04	(-2.27537030143688e+01dB,5.97296113908041e+01°)
1.99067333898684e+04	(-2.27388382155393e+01dB,5.97857338290520e+01°)
1.99526231496853e+04	(-2.27239567374518e+01dB,5.98417944816885e+01°)
1.99986186963239e+04	(-2.27090586160842e+01dB,5.98977932146295e+01°)
2.00447202736481e+04	(-2.26941438874438e+01dB,5.99537298947924e+01°)
2.00909281260837e+04	(-2.26792125875713e+01dB,6.00096043901529e+01°)
2.01372424986203e+04	(-2.26642647525341e+01dB,6.00654165696713e+01°)
2.01836636368120e+04	(-2.26493004184318e+01dB,6.01211663033758e+01°)
2.02301917867791e+04	(-2.26343196213917e+01dB,6.01768534622997e+01°)
2.02768271952092e+04	(-2.26193223975709e+01dB,6.02324779185301e+01°)
2.03235701093586e+04	(-2.26043087831503e+01dB,6.02880395451394e+01°)
2.03704207770536e+04	(-2.25892788143392e+01dB,6.03435382162431e+01°)
2.04173794466917e+04	(-2.25742325273719e+01dB,6.03989738069739e+01°)
2.04644463672431e+04	(-2.25591699585078e+01dB,6.04543461934868e+01°)
2.05116217882520e+04	(-2.25440911440284e+01dB,6.05096552529327e+01°)
2.05589059598378e+04	(-2.25289961202414e+01dB,6.05649008635120e+01°)
2.06062991326964e+04	(-2.25138849234753e+01dB,6.06200829044221e+01°)
2.06538015581016e+04	(-2.24987575900785e+01dB,6.06752012558527e+01°)
2.07014134879068e+04	(-2.24836141564242e+01dB,6.07302557990500e+01°)
2.07491351745454e+04	(-2.24684546589022e+01dB,6.07852464162238e+01°)
2.07969668710333e+04	(-2.24532791339236e+01dB,6.08401729906202e+01°)
2.08449088309692e+04	(-2.24380876179188e+01dB,6.08950354064932e+01°)
2.08929613085367e+04	(-2.24228801473345e+01dB,6.09498335490865e+01°)
2.09411245585052e+04	(-2.24076567586335e+01dB,6.10045673046306e+01°)
2.09893988362315e+04	(-2.23924174883000e+01dB,6.10592365604157e+01°)
2.10377843976610e+04	(-2.23771623728273e+01dB,6.11138412046542e+01°)
2.10862814993292e+04	(-2.23618914487272e+01dB,6.11683811265966e+01°)
2.11348903983627e+04	(-2.23466047525280e+01dB,6.12228562165157e+01°)
2.11836113524813e+04	(-2.23313023207666e+01dB,6.12772663656154e+01°)
2.12324446199984e+04	(-2.23159841899977e+01dB,6.13316114661563e+01°)
2.12813904598233e+04	(-2.23006503967832e+01dB,6.13858914113276e+01°)
2.13304491314620e+04	(-2.22853009777001e+01dB,6.14401060953486e+01°)
2.13796208950185e+04	(-2.22699359693348e+01dB,6.14942554134125e+01°)
2.14289060111968e+04	(-2.22545554082829e+01dB,6.15483392616843e+01°)
2.14783047413015e+04	(-2.22391593311518e+01dB,6.16023575373430e+01°)
2.15278173472399e+04	(-2.22237477745556e+01dB,6.16563101385215e+01°)
2.15774440915228e+04	(-2.22083207751147e+01dB,6.17101969643169e+01°)
2.16271852372664e+04	(-2.21928783694594e+01dB,6.17640179148266e+01°)
2.16770410481931e+04	(-2.21774205942283e+01dB,6.18177728911518e+01°)
2.17270117886336e+04	(-2.21619474860579e+01dB,6.18714617952616e+01°)
2.17770977235277e+04	(-2.21464590816013e+01dB,6.19250845302398e+01°)
2.18272991184261e+04	(-2.21309554175063e+01dB,6.19786410000131e+01°)
2.18776162394916e+04	(-2.21154365304308e+01dB,6.20321311095542e+01°)
2.19280493535006e+04	(-2.20999024570323e+01dB,6.20855547647511e+01°)
2.19785987278443e+04	(-2.20843532339720e+01dB,6.21389118724728e+01°)
2.20292646305306e+04	(-2.20687888979135e+01dB,6.21922023405494e+01°)
2.20800473301851e+04	(-2.20532094855216e+01dB,6.22454260777707e+01°)
2.21309470960524e+04	(-2.20376150334595e+01dB,6.22985829938520e+01°)
2.21819641979982e+04	(-2.20220055783947e+01dB,6.23516729995172e+01°)
2.22330989065101e+04	(-2.20063811569889e+01dB,6.24046960063763e+01°)
2.22843514926991e+04	(-2.19907418059065e+01dB,6.24576519270408e+01°)
2.23357222283013e+04	(-2.19750875618092e+01dB,6.25105406750532e+01°)
2.23872113856794e+04	(-2.19594184613517e+01dB,6.25633621648516e+01°)
2.24388192378236e+04	(-2.19437345411931e+01dB,6.26161163119067e+01°)
2.24905460583538e+04	(-2.19280358379830e+01dB,6.26688030325588e+01°)
2.25423921215203e+04	(-2.19123223883667e+01dB,6.27214222440861e+01°)
2.25943577022057e+04	(-2.18965942289885e+01dB,6.27739738647551e+01°)
2.26464430759265e+04	(-2.18808513964824e+01dB,6.28264578137059e+01°)
2.26986485188342e+04	(-2.18650939274795e+01dB,6.28788740110484e+01°)
2.27509743077166e+04	(-2.18493218586004e+01dB,6.29312223777765e+01°)
2.28034207200001e+04	(-2.18335352264631e+01dB,6.29835028358738e+01°)
2.28559880337502e+04	(-2.18177340676721e+01dB,6.30357153081756e+01°)
2.29086765276736e+04	(-2.18019184188271e+01dB,6.30878597184847e+01°)
2.29614864811195e+04	(-2.17860883165172e+01dB,6.31399359915074e+01°)
2.30144181740810e+04	(-2.17702437973210e+01dB,6.31919440528608e+01°)
2.30674718871966e+04	(-2.17543848978086e+01dB,6.32438838290918e+01°)
2.31206479017518e+04	(-2.17385116545363e+01dB,6.32957552476302e+01°)
2.31739464996806e+04	(-2.17226241040519e+01dB,6.33475582368476e+01°)
2.32273679635669e+04	(-2.17067222828867e+01dB,6.33992927259699e+01°)
2.32809125766459e+04	(-2.16908062275641e+01dB,6.34509586451844e+01°)
2.33345806228058e+04	(-2.16748759745911e+01dB,6.35025559255424e+01°)
2.33883723865893e+04	(-2.16589315604632e+01dB,6.35540844990203e+01°)
2.34422881531950e+04	(-2.16429730216592e+01dB,6.36055442984639e+01°)
2.34963282084788e+04	(-2.16270003946438e+01dB,6.36569352576194e+01°)
2.35504928389559e+04	(-2.16110137158646e+01dB,6.37082573111043e+01°)
2.36047823318015e+04	(-2.15950130217580e+01dB,6.37595103944905e+01°)
2.36591969748533e+04	(-2.15789983487371e+01dB,6.38106944441402e+01°)
2.37137370566123e+04	(-2.15629697332042e+01dB,6.38618093973894e+01°)
2.37684028662445e+04	(-2.15469272115384e+01dB,6.39128551923737e+01°)
2.38231946935826e+04	(-2.15308708201048e+01dB,6.39638317681665e+01°)
2.38781128291275e+04	(-2.15148005952487e+01dB,6.40147390647010e+01°)
2.39331575640496e+04	(-2.14987165732938e+01dB,6.40655770227507e+01°)
2.39883291901906e+04	(-2.14826187905474e+01dB,6.41163455840025e+01°)
2.40436280000650e+04	(-2.14665072832936e+01dB,6.41670446909717e+01°)
2.40990542868616e+04	(-2.14503820877991e+01dB,6.42176742870851e+01°)
2.41546083444450e+04	(-2.14342432403052e+01dB,6.42682343165726e+01°)
2.42102904673574e+04	(-2.14180907770342e+01dB,6.43187247245643e+01°)
2.42661009508198e+04	(-2.14019247341860e+01dB,6.43691454570424e+01°)
2.43220400907338e+04	(-2.13857451479364e+01dB,6.44194964608258e+01°)
2.43781081836831e+04	(-2.13695520544382e+01dB,6.44697776835919e+01°)
2.44343055269353e+04	(-2.13533454898215e+01dB,6.45199890738723e+01°)
2.44906324184430e+04	(-2.13371254901912e+01dB,6.45701305810422e+01°)
2.45470891568459e+04	(-2.13208920916284e+01dB,6.46202021553230e+01°)
2.46036760414718e+04	(-2.13046453301866e+01dB,6.46702037477499e+01°)
2.46603933723389e+04	(-2.12883852418966e+01dB,6.47201353102338e+01°)
2.47172414501568e+04	(-2.12721118627607e+01dB,6.47699967954902e+01°)
2.47742205763284e+04	(-2.12558252287545e+01dB,6.48197881570655e+01°)
2.48313310529512e+04	(-2.12395253758306e+01dB,6.48695093493882e+01°)
2.48885731828194e+04	(-2.12232123399076e+01dB,6.49191603276289e+01°)
2.49459472694250e+04	(-2.12068861568807e+01dB,6.49687410478428e+01°)
2.50034536169598e+04	(-2.11905468626151e+01dB,6.50182514668881e+01°)
2.50610925303166e+04	(-2.11741944929490e+01dB,6.50676915424648e+01°)
2.51188643150912e+04	(-2.11578290836852e+01dB,6.51170612330088e+01°)
2.51767692775840e+04	(-2.11414506706043e+01dB,6.51663604978679e+01°)
2.52348077248012e+04	(-2.11250592894523e+01dB,6.52155892971465e+01°)
2.52929799644569e+04	(-2.11086549759441e+01dB,6.52647475917449e+01°)
2.53512863049745e+04	(-2.10922377657664e+01dB,6.53138353434117e+01°)
2.54097270554884e+04	(-2.10758076945715e+01dB,6.53628525146571e+01°)
2.54683025258458e+04	(-2.10593647979811e+01dB,6.54117990688084e+01°)
2.55270130266078e+04	(-2.10429091115846e+01dB,6.54606749699908e+01°)
2.55858588690518e+04	(-2.10264406709364e+01dB,6.55094801830927e+01°)
2.56448403651725e+04	(-2.10099595115616e+01dB,6.55582146738469e+01°)
2.57039578276840e+04	(-2.09934656689490e+01dB,6.56068784087371e+01°)
2.57632115700211e+04	(-2.09769591785524e+01dB,6.56554713550216e+01°)
2.58226019063413e+04	(-2.09604400757919e+01dB,6.57039934807460e+01°)
2.58821291515262e+04	(-2.09439083960552e+01dB,6.57524447547734e+01°)
2.59417936211834e+04	(-2.09273641746910e+01dB,6.58008251466908e+01°)
2.60015956316480e+04	(-2.09108074470142e+01dB,6.58491346268834e+01°)
2.60615354999842e+04	(-2.08942382483043e+01dB,6.58973731665170e+01°)
2.61216135439873e+04	(-2.08776566138019e+01dB,6.59455407374886e+01°)
2.61818300821851e+04	(-2.08610625787128e+01dB,6.59936373124956e+01°)
2.62421854338396e+04	(-2.08444561782047e+01dB,6.60416628649776e+01°)
2.63026799189490e+04	(-2.08278374474075e+01dB,6.60896173691333e+01°)
2.63633138582490e+04	(-2.08112064214132e+01dB,6.61375007999205e+01°)
2.64240875732146e+04	(-2.07945631352770e+01dB,6.61853131330730e+01°)
2.64850013860622e+04	(-2.07779076240118e+01dB,6.62330543450205e+01°)
2.65460556197505e+04	(-2.07612399225957e+01dB,6.62807244130044e+01°)
2.66072505979832e+04	(-2.07445600659637e+01dB,6.63283233149600e+01°)
2.66685866452099e+04	(-2.07278680890117e+01dB,6.63758510295743e+01°)
2.67300640866282e+04	(-2.07111640265976e+01dB,6.64233075363046e+01°)
2.67916832481854e+04	(-2.06944479135351e+01dB,6.64706928152882e+01°)
2.68534444565802e+04	(-2.06777197846007e+01dB,6.65180068474560e+01°)
2.69153480392642e+04	(-2.06609796745264e+01dB,6.65652496144187e+01°)
2.69773943244443e+04	(-2.06442276180041e+01dB,6.66124210985340e+01°)
2.70395836410835e+04	(-2.06274636496852e+01dB,6.66595212829129e+01°)
2.71019163189035e+04	(-2.06106878041751e+01dB,6.67065501513222e+01°)
2.71643926883858e+04	(-2.05939001160395e+01dB,6.67535076883018e+01°)
2.72270130807741e+04	(-2.05771006198010e+01dB,6.68003938790983e+01°)
2.72897778280754e+04	(-2.05602893499368e+01dB,6.68472087096439e+01°)
2.73526872630621e+04	(-2.05434663408817e+01dB,6.68939521665965e+01°)
2.74157417192738e+04	(-2.05266316270286e+01dB,6.69406242373538e+01°)
2.74789415310189e+04	(-2.05097852427207e+01dB,6.69872249099337e+01°)
2.75422870333766e+04	(-2.04929272222629e+01dB,6.70337541731528e+01°)
2.76057785621984e+04	(-2.04760575999104e+01dB,6.70802120164557e+01°)
2.76694164541100e+04	(-2.04591764098764e+01dB,6.71265984300262e+01°)
2.77332010465133e+04	(-2.04422836863254e+01dB,6.71729134046954e+01°)
2.77971326775878e+04	(-2.04253794633785e+01dB,6.72191569320217e+01°)
2.78612116862926e+04	(-2.04084637751104e+01dB,6.72653290042483e+01°)
2.79254384123682e+04	(-2.03915366555479e+01dB,6.73114296142755e+01°)
2.79898131963385e+04	(-2.03745981386714e+01dB,6.73574587556942e+01°)
2.80543363795120e+04	(-2.03576482584167e+01dB,6.74034164228084e+01°)
2.81190083039842e+04	(-2.03406870486682e+01dB,6.74493026105366e+01°)
2.81838293126394e+04	(-2.03237145432655e+01dB,6.74951173145138e+01°)
2.82487997491519e+04	(-2.03067307759991e+01dB,6.75408605310264e+01°)
2.83139199579886e+04	(-2.02897357806127e+01dB,6.75865322570464e+01°)
2.83791902844103e+04	(-2.02727295907991e+01dB,6.76321324901739e+01°)
2.84446110744739e+04	(-2.02557122402031e+01dB,6.76776612286832e+01°)
2.85101826750338e+04	(-2.02386837624224e+01dB,6.77231184715335e+01°)
2.85759054337442e+04	(-2.02216441910022e+01dB,6.77685042182923e+01°)
2.86417796990605e+04	(-2.02045935594422e+01dB,6.78138184692428e+01°)
2.87078058202416e+04	(-2.01875319011875e+01dB,6.78590612252427e+01°)
2.87739841473514e+04	(-2.01704592496360e+01dB,6.79042324878393e+01°)
2.88403150312607e+04	(-2.01533756381345e+01dB,6.79493322592177e+01°)
2.89067988236494e+04	(-2.01362810999799e+01dB,6.79943605422103e+01°)
2.89734358770079e+04	(-2.01191756684159e+01dB,6.80393173402516e+01°)
2.90402265446391e+04	(-2.01020593766377e+01dB,6.80842026574568e+01°)
2.91071711806607e+04	(-2.00849322577879e+01dB,6.81290164985526e+01°)
2.91742701400063e+04	(-2.00677943449564e+01dB,6.81737588688739e+01°)
2.92415237784279e+04	(-2.00506456711836e+01dB,6.82184297744244e+01°)
2.93089324524978e+04	(-2.00334862694548e+01dB,6.82630292217842e+01°)
2.93764965196099e+04	(-2.00163161727054e+01dB,6.83075572181955e+01°)
2.94442163379822e+04	(-1.99991354138164e+01dB,6.83520137714796e+01°)
2.95120922666584e+04	(-1.99819440256177e+01dB,6.83963988901152e+01°)
2.95801246655100e+04	(-1.99647420408845e+01dB,6.84407125831567e+01°)
2.96483138952379e+04	(-1.99475294923385e+01dB,6.84849548602682e+01°)
2.97166603173748e+04	(-1.99303064126491e+01dB,6.85291257317411e+01°)
2.97851642942864e+04	(-1.99130728344310e+01dB,6.85732252084549e+01°)
2.98538261891741e+04	(-1.98958287902457e+01dB,6.86172533019016e+01°)
2.99226463660763e+04	(-1.98785743125979e+01dB,6.86612100241272e+01°)
2.99916251898709e+04	(-1.98613094339433e+01dB,6.87050953878684e+01°)
3.00607630262767e+04	(-1.98440341866757e+01dB,6.87489094063256e+01°)
3.01300602418556e+04	(-1.98267486031407e+01dB,6.87926520934049e+01°)
3.01995172040146e+04	(-1.98094527156233e+01dB,6.88363234635079e+01°)
3.02691342810074e+04	(-1.97921465563582e+01dB,6.88799235316948e+01°)
3.03389118419371e+04	(-1.97748301575193e+01dB,6.89234523135283e+01°)
3.04088502567571e+04	(-1.97575035512297e+01dB,6.89669098252233e+01°)
3.04789498962742e+04	(-1.97401667695540e+01dB,6.90102960835285e+01°)
3.05492111321495e+04	(-1.97228198444995e+01dB,6.90536111057447e+01°)
3.06196343369011e+04	(-1.97054628080207e+01dB,6.90968549098014e+01°)
3.06902198839059e+04	(-1.96880956920130e+01dB,6.91400275141478e+01°)
3.07609681474014e+04	(-1.96707185283143e+01dB,6.91831289377881e+01°)
3.08318795024878e+04	(-1.96533313487088e+01dB,6.92261592003345e+01°)
3.09029543251302e+04	(-1.96359341849209e+01dB,6.92691183219138e+01°)
3.09741929921600e+04	(-1.96185270686190e+01dB,6.93120063232332e+01°)
3.10455958812778e+04	(-1.96011100314133e+01dB,6.93548232255305e+01°)
3.11171633710544e+04	(-1.95836831048570e+01dB,6.93975690506102e+01°)
3.11888958409336e+04	(-1.95662463204459e+01dB,6.94402438208302e+01°)
3.12607936712337e+04	(-1.95487997096157e+01dB,6.94828475590461e+01°)
3.13328572431500e+04	(-1.95313433037454e+01dB,6.95253802886935e+01°)
3.14050869387563e+04	(-1.95138771341577e+01dB,6.95678420337700e+01°)
3.14774831410073e+04	(-1.94964012321126e+01dB,6.96102328187402e+01°)
3.15500462337404e+04	(-1.94789156288147e+01dB,6.96525526686560e+01°)
3.16227766016779e+04	(-1.94614203554083e+01dB,6.96948016090758e+01°)
3.16956746304290e+04	(-1.94439154429796e+01dB,6.97369796660974e+01°)
3.17687407064918e+04	(-1.94264009225542e+01dB,6.97790868663167e+01°)
3.18419752172553e+04	(-1.94088768250994e+01dB,6.98211232368744e+01°)
3.19153785510016e+04	(-1.93913431815240e+01dB,6.98630888054368e+01°)
3.19889510969080e+04	(-1.93738000226752e+01dB,6.99049836001597e+01°)
3.20626932450487e+04	(-1.93562473793417e+01dB,6.99468076497268e+01°)
3.21366053863972e+04	(-1.93386852822522e+01dB,6.99885609833395e+01°)
3.22106879128283e+04	(-1.93211137620749e+01dB,7.00302436306874e+01°)
3.22849412171203e+04	(-1.93035328494176e+01dB,7.00718556219726e+01°)
3.23593656929568e+04	(-1.92859425748295e+01dB,7.01133969879242e+01°)
3.24339617349288e+04	(-1.92683429687970e+01dB,7.01548677597275e+01°)
3.25087297385373e+04	(-1.92507340617463e+01dB,7.01962679690768e+01°)
3.25836701001948e+04	(-1.92331158840446e+01dB,7.02375976481877e+01°)
3.26587832172275e+04	(-1.92154884659964e+01dB,7.02788568297377e+01°)
3.27340694878777e+04	(-1.91978518378463e+01dB,7.03200455469070e+01°)
3.28095293113057e+04	(-1.91802060297762e+01dB,7.03611638333429e+01°)
3.28851630875921e+04	(-1.91625510719100e+01dB,7.04022117232248e+01°)
3.29609712177396e+04	(-1.91448869943052e+01dB,7.04431892511284e+01°)
3.30369541036753e+04	(-1.91272138269622e+01dB,7.04840964521864e+01°)
3.31131121482529e+04	(-1.91095315998178e+01dB,7.05249333619680e+01°)
3.31894457552548e+04	(-1.90918403427476e+01dB,7.05657000165257e+01°)
3.32659553293942e+04	(-1.90741400855646e+01dB,7.06063964523733e+01°)
3.33426412763172e+04	(-1.90564308580209e+01dB,7.06470227065048e+01°)
3.34195040026051e+04	(-1.90387126898053e+01dB,7.06875788163593e+01°)
3.34965439157765e+04	(-1.90209856105455e+01dB,7.07280648198584e+01°)
3.35737614242892e+04	(-1.90032496498054e+01dB,7.07684807553553e+01°)
3.36511569375427e+04	(-1.89855048370883e+01dB,7.08088266616914e+01°)
3.37287308658805e+04	(-1.89677512018342e+01dB,7.08491025781524e+01°)
3.38064836205918e+04	(-1.89499887734192e+01dB,7.08893085444450e+01°)
3.38844156139139e+04	(-1.89322175811589e+01dB,7.09294446007716e+01°)
3.39625272590344e+04	(-1.89144376543040e+01dB,7.09695107877389e+01°)
3.40408189700937e+04	(-1.88966490220436e+01dB,7.10095071464228e+01°)
3.41192911621864e+04	(-1.88788517135030e+01dB,7.10494337183244e+01°)
3.41979442513644e+04	(-1.88610457577451e+01dB,7.10892905453977e+01°)
3.42767786546386e+04	(-1.88432311837692e+01dB,7.11290776700227e+01°)
3.43557947899810e+04	(-1.88254080205113e+01dB,7.11687951350153e+01°)
3.44349930763274e+04	(-1.88075762968437e+01dB,7.12084429836123e+01°)
3.45143739335791e+04	(-1.87897360415752e+01dB,7.12480212594788e+01°)
3.45939377826057e+04	(-1.87718872834516e+01dB,7.12875300067158e+01°)
3.46736850452466e+04	(-1.87540300511546e+01dB,7.13269692698426e+01°)
3.47536161443140e+04	(-1.87361643733025e+01dB,7.13663390937927e+01°)
3.48337315035946e+04	(-1.87182902784502e+01dB,7.14056395239361e+01°)
3.49140315478520e+04	(-1.87004077950865e+01dB,7.14448706060108e+01°)
3.49945167028291e+04	(-1.86825169516393e+01dB,7.14840323862238e+01°)
3.50751873952502e+04	(-1.86646177764702e+01dB,7.15231249111507e+01°)
3.51560440528232e+04	(-1.86467102978778e+01dB,7.15621482277943e+01°)
3.52370871042420e+04	(-1.86287945440955e+01dB,7.16011023835413e+01°)
3.53183169791890e+04	(-1.86108705432946e+01dB,7.16399874262213e+01°)
3.53997341083368e+04	(-1.85929383235790e+01dB,7.16788034040060e+01°)
3.54813389233508e+04	(-1.85749979129908e+01dB,7.17175503655098e+01°)
3.55631318568918e+04	(-1.85570493395059e+01dB,7.17562283597128e+01°)
3.56451133426177e+04	(-1.85390926310373e+01dB,7.17948374360116e+01°)
3.57272838151861e+04	(-1.85211278154324e+01dB,7.18333776441761e+01°)
3.58096437102568e+04	(-1.85031549204741e+01dB,7.18718490343644e+01°)
3.58921934644937e+04	(-1.84851739738804e+01dB,7.19102516571156e+01°)
3.59749335155674e+04	(-1.84671850033048e+01dB,7.19485855633465e+01°)
3.60578643021574e+04	(-1.84491880363369e+01dB,7.19868508043829e+01°)
3.61409862639545e+04	(-1.84311831004997e+01dB,7.20250474318851e+01°)
3.62242998416630e+04	(-1.84131702232524e+01dB,7.20631754979147e+01°)
3.63078054770032e+04	(-1.83951494319899e+01dB,7.21012350549080e+01°)
3.63915036127138e+04	(-1.83771207540402e+01dB,7.21392261556391e+01°)
3.64753946925538e+04	(-1.83590842166680e+01dB,7.21771488532851e+01°)
3.65594791613055e+04	(-1.83410398470716e+01dB,7.22150032013582e+01°)
3.66437574647764e+04	(-1.83229876723857e+01dB,7.22527892537603e+01°)
3.67282300498015e+04	(-1.83049277196794e+01dB,7.22905070647487e+01°)
3.68128973642461e+04	(-1.82868600159544e+01dB,7.23281566888908e+01°)
3.68977598570080e+04	(-1.82687845881507e+01dB,7.23657381811783e+01°)
3.69828179780196e+04	(-1.82507014631403e+01dB,7.24032515969012e+01°)
3.70680721782505e+04	(-1.82326106677317e+01dB,7.24406969917385e+01°)
3.71535229097102e+04	(-1.82145122286667e+01dB,7.24780744216850e+01°)
3.72391706254498e+04	(-1.81964061726227e+01dB,7.25153839430995e+01°)
3.73250157795649e+04	(-1.81782925262110e+01dB,7.25526256126712e+01°)
3.74110588271982e+04	(-1.81601713159772e+01dB,7.25897994874242e+01°)
3.74973002245412e+04	(-1.81420425684038e+01dB,7.26269056247668e+01°)
3.75837404288372e+04	(-1.81239063099045e+01dB,7.26639440823755e+01°)
3.76703798983837e+04	(-1.81057625668293e+01dB,7.27009149182938e+01°)
3.77572190925344e+04	(-1.80876113654630e+01dB,7.27378181909075e+01°)
3.78442584717021e+04	(-1.80694527320236e+01dB,7.27746539589004e+01°)
3.79314984973609e+04	(-1.80512866926651e+01dB,7.28114222813152e+01°)
3.80189396320489e+04	(-1.80331132734741e+01dB,7.28481232174835e+01°)
3.81065823393700e+04	(-1.80149325004731e+01dB,7.28847568270836e+01°)
3.81944270839974e+04	(-1.79967443996189e+01dB,7.29213231701136e+01°)
3.82824743316750e+04	(-1.79785489968012e+01dB,7.29578223068606e+01°)
3.83707245492205e+04	(-1.79603463178460e+01dB,7.29942542979581e+01°)
3.84591782045280e+04	(-1.79421363885124e+01dB,7.30306192043384e+01°)
3.85478357665698e+04	(-1.79239192344938e+01dB,7.30669170872265e+01°)
3.86366977053995e+04	(-1.79056948814189e+01dB,7.31031480081849e+01°)
3.87257644921543e+04	(-1.78874633548503e+01dB,7.31393120290694e+01°)
3.88150365990574e+04	(-1.78692246802842e+01dB,7.31754092120249e+01°)
3.89045144994206e+04	(-1.78509788831525e+01dB,7.32114396195229e+01°)
3.89941986676469e+04	(-1.78327259888193e+01dB,7.32474033142910e+01°)
3.90840895792327e+04	(-1.78144660225860e+01dB,7.32833003594143e+01°)
3.91741877107708e+04	(-1.77961990096859e+01dB,7.33191308182191e+01°)
3.92644935399525e+04	(-1.77779249752876e+01dB,7.33548947543451e+01°)
3.93550075455702e+04	(-1.77596439444935e+01dB,7.33905922317083e+01°)
3.94457302075203e+04	(-1.77413559423410e+01dB,7.34262233145334e+01°)
3.95366620068052e+04	(-1.77230609938010e+01dB,7.34617880672979e+01°)
3.96278034255363e+04	(-1.77047591237802e+01dB,7.34972865548043e+01°)
3.97191549469364e+04	(-1.76864503571179e+01dB,7.35327188420944e+01°)
3.98107170553421e+04	(-1.76681347185888e+01dB,7.35680849945133e+01°)
3.99024902362065e+04	(-1.76498122329019e+01dB,7.36033850776715e+01°)
3.99944749761021e+04	(-1.76314829247004e+01dB,7.36386191574571e+01°)
4.00866717627226e+04	(-1.76131468185616e+01dB,7.36737873000215e+01°)
4.01790810848863e+04	(-1.75948039389977e+01dB,7.37088895717958e+01°)
4.02717034325382e+04	(-1.75764543104553e+01dB,7.37439260394772e+01°)
4.03645392967527e+04	(-1.75580979573153e+01dB,7.37788967700213e+01°)
4.04575891697365e+04	(-1.75397349038928e+01dB,7.38138018306478e+01°)
4.05508535448306e+04	(-1.75213651744378e+01dB,7.38486412888377e+01°)
4.06443329165134e+04	(-1.75029887931346e+01dB,7.38834152123355e+01°)
4.07380277804034e+04	(-1.74846057841025e+01dB,7.39181236691448e+01°)
4.08319386332613e+04	(-1.74662161713941e+01dB,7.39527667274988e+01°)
4.09260659729932e+04	(-1.74478199789980e+01dB,7.39873444559102e+01°)
4.10204102986528e+04	(-1.74294172308368e+01dB,7.40218569231331e+01°)
