10.59	1	0.000394369	-68.082	0
10.59	2	2.74266e-005	-91.2366	167.958
11.22	1	0.00383875	-48.3162	0
11.22	2	3.04712e-005	-90.3222	-125.402
11.88	1	0.024949	-32.059	0
11.88	2	0.00020119	-73.9279	-158.266
12.58	1	0.0217525	-33.2498	0
12.58	2	0.000127371	-77.8986	-158.71
13.33	1	0.0251368	-31.9938	0
13.33	2	0.00017358	-75.21	-144.416
14.12	1	0.0248298	-32.1006	0
14.12	2	0.00018438	-74.6857	-151.688
14.96	1	0.0249997	-32.0413	0
14.96	2	0.000188274	-74.5042	-145.386
15.85	1	0.0251327	-31.9952	0
15.85	2	0.00018124	-74.8349	-148.774
16.79	1	0.0248225	-32.1031	0
16.79	2	0.000191865	-74.3401	-149.989
17.78	1	0.0251105	-32.0029	0
17.78	2	0.000172378	-75.2704	-154.72
18.83	1	0.0249996	-32.0413	0
18.83	2	0.000169239	-75.43	-150.823
19.95	1	0.0249999	-32.0412	0
19.95	2	0.000193393	-74.2712	-143.019
21.13	1	0.0250347	-32.0292	0
21.13	2	0.000235685	-72.5534	-135.245
22.38	1	0.0248572	-32.091	0
22.38	2	0.000254774	-71.8769	-138.094
23.71	1	0.0251744	-31.9808	0
23.71	2	0.000245644	-72.1939	-145.666
25.11	1	0.024946	-32.06	0
25.11	2	0.000202339	-73.8784	-119.031
26.6	1	0.0248719	-32.0858	0
26.6	2	0.000233669	-72.628	-133.234
28.18	1	0.0252048	-31.9703	0
28.18	2	0.00019183	-74.3417	-133.944
29.85	1	0.0249092	-32.0728	0
29.85	2	0.000232763	-72.6617	-130.564
31.62	1	0.0249287	-32.066	0
31.62	2	0.000236523	-72.5226	-118.135
33.49	1	0.0249913	-32.0442	0
33.49	2	0.000292694	-70.6717	-128.838
35.47	1	0.025172	-31.9817	0
35.47	2	0.000288301	-70.8031	-124.237
37.57	1	0.0248849	-32.0813	0
37.57	2	0.000282411	-70.9824	-125.127
39.8	1	0.0250477	-32.0246	0
39.8	2	0.000278495	-71.1036	-117.758
42.16	1	0.0248991	-32.0763	0
42.16	2	0.00028591	-70.8754	-121.28
44.66	1	0.0250243	-32.0328	0
44.66	2	0.000330242	-69.6234	-119.929
47.31	1	0.025052	-32.0232	0
47.31	2	0.000305873	-70.2892	-116.949
50.11	1	0.025063	-32.0193	0
50.11	2	0.00029111	-70.7189	-110.631
53.08	1	0.0248854	-32.0811	0
53.08	2	0.000361617	-68.835	-111.514
56.23	1	0.0250159	-32.0357	0
56.23	2	0.000379866	-68.4074	-115.372
59.56	1	0.0250095	-32.0379	0
59.56	2	0.000454076	-66.8574	-112.513
63.09	1	0.025046	-32.0252	0
63.09	2	0.000410896	-67.7254	-106.402
66.83	1	0.0250078	-32.0385	0
66.83	2	0.000485916	-66.2688	-109.656
70.79	1	0.0249159	-32.0705	0
70.79	2	0.000453406	-66.8703	-103.415
74.98	1	0.0250247	-32.0326	0
74.98	2	0.00051557	-65.7543	-101.97
79.42	1	0.0250621	-32.0197	0
79.42	2	0.000508829	-65.8686	-101.733
84.13	1	0.0249305	-32.0654	0
84.13	2	0.000547552	-65.2315	-100.732
89.12	1	0.0251009	-32.0062	0
89.12	2	0.000559671	-65.0413	-96.6128
94.4	1	0.024916	-32.0704	0
94.4	2	0.000607359	-64.3311	-103.192
99.99	1	0.0249401	-32.062	0
99.99	2	0.000615677	-64.2129	-95.2732
105.9	1	0.0251588	-31.9862	0
105.9	2	0.000682885	-63.313	-94.7847
112.2	1	0.0249728	-32.0507	0
112.2	2	0.00072633	-62.7773	-96.1497
118.8	1	0.0248501	-32.0934	0
118.8	2	0.000784748	-62.1054	-92.9837
125.8	1	0.0251749	-31.9806	0
125.8	2	0.000877633	-61.1337	-92.8338
133.3	1	0.0248801	-32.083	0
133.3	2	0.00082848	-61.6344	-91.0736
141.2	1	0.0250074	-32.0386	0
141.2	2	0.00102537	-59.7824	-91.2907
149.6	1	0.0251945	-31.9739	0
149.6	2	0.00110983	-59.0949	-89.3908
158.5	1	0.0248263	-32.1018	0
158.5	2	0.00104905	-59.5841	-85.7096
167.9	1	0.0249482	-32.0592	0
167.9	2	0.00115146	-58.775	-86.5587
177.8	1	0.025134	-31.9948	0
177.8	2	0.00124434	-58.1012	-85.5206
188.3	1	0.0249794	-32.0484	0
188.3	2	0.00126389	-57.9658	-86.609
199.5	1	0.024959	-32.0555	0
199.5	2	0.0013651	-57.2967	-85.7026
211.3	1	0.0250523	-32.023	0
211.3	2	0.00149895	-56.4843	-83.333
223.8	1	0.0248715	-32.086	0
223.8	2	0.00167127	-55.5391	-84.6531
237.1	1	0.0250574	-32.0213	0
237.1	2	0.00174829	-55.1477	-83.7718
251.1	1	0.0251083	-32.0037	0
251.1	2	0.00181446	-54.8251	-82.2361
266	1	0.0248045	-32.1094	0
266	2	0.00198327	-54.0524	-83.2428
281.8	1	0.0252278	-31.9624	0
281.8	2	0.00209797	-53.564	-82.8724
298.5	1	0.0248344	-32.0989	0
298.5	2	0.00230412	-52.7499	-82.2249
316.2	1	0.0250359	-32.0287	0
316.2	2	0.00239035	-52.4308	-81.819
334.9	1	0.0250468	-32.025	0
334.9	2	0.00253285	-51.9278	-81.693
354.7	1	0.0249534	-32.0574	0
354.7	2	0.00297458	-50.5315	-83.133
375.7	1	0.0247928	-32.1135	0
375.7	2	0.00301452	-50.4156	-85.4599
398	1	0.0254526	-31.8854	0
398	2	0.00336821	-49.452	-81.9433
421.6	1	0.024637	-32.1683	0
421.6	2	0.00319808	-49.9022	-83.7927
446.6	1	0.0251962	-31.9733	0
446.6	2	0.00366433	-48.7201	-82.0375
473.1	1	0.0249694	-32.0518	0
473.1	2	0.00386757	-48.2512	-82.4673
501.1	1	0.0249019	-32.0753	0
501.1	2	0.00412825	-47.6847	-83.4795
530.8	1	0.0249622	-32.0543	0
530.8	2	0.00431717	-47.296	-84.47
562.3	1	0.0249853	-32.0463	0
562.3	2	0.00465145	-46.6482	-85.627
595.6	1	0.0252675	-31.9488	0
595.6	2	0.0051438	-45.7743	-83.7708
630.9	1	0.0248249	-32.1022	0
